"department_id","student_id","course_id","semester","final_grade","grade_point"
12,2412047,"ARC118","L2T1","A",3.07
12,2412057,"ARC118","L2T1","A",3.97
12,2412038,"ARC118","L2T1","A",3.47
12,2412029,"ARC118","L2T1","A",3.79
12,2412054,"ARC118","L2T1","A",3.08
12,2412044,"ARC118","L2T1","A",3.8
12,2412034,"ARC118","L2T1","A",3.42
12,2412021,"ARC118","L2T1","A",3.38
12,2412025,"ARC118","L2T1","A",3.1
12,2412036,"ARC118","L2T1","A",3.73
12,2412060,"ARC118","L2T1","A",3.28
12,2412043,"ARC118","L2T1","A",3.78
12,2412051,"ARC118","L2T1","A",3.19
12,2412033,"ARC118","L2T1","A",3.91
12,2412041,"ARC118","L2T1","A",3.65
12,2412048,"ARC118","L2T1","A",3.23
12,2412024,"ARC118","L2T1","A",3.43
12,2412059,"ARC118","L2T1","A",3.82
12,2412056,"ARC118","L2T1","A",3.19
12,2412050,"ARC118","L2T1","A",3.25
12,2412039,"ARC118","L2T1","A",3.54
12,2412023,"ARC118","L2T1","A",3.02
12,2412040,"ARC119","L2T1","F",0
12,2412027,"ARC119","L2T1","F",0
12,2412028,"ARC119","L2T1","A+",4
12,2412037,"ARC119","L2T1","A+",4
12,2412055,"ARC119","L2T1","A+",4
12,2412046,"ARC119","L2T1","A+",4
12,2412049,"ARC119","L2T1","A",3.1
12,2412031,"ARC119","L2T1","A",3.27
12,2412058,"ARC119","L2T1","A",3.61
12,2412022,"ARC119","L2T1","A",3.22
12,2412052,"ARC119","L2T1","A",3.84
12,2412030,"ARC119","L2T1","A",3.09
12,2412032,"ARC119","L2T1","A",3.47
12,2412042,"ARC119","L2T1","A",3.97
12,2412035,"ARC119","L2T1","A",3.61
12,2412053,"ARC119","L2T1","A",3.4
12,2412026,"ARC119","L2T1","A",3.31
12,2412045,"ARC119","L2T1","A",3.78
12,2412047,"ARC119","L2T1","A",3.07
12,2412057,"ARC119","L2T1","A",3.33
12,2412038,"ARC119","L2T1","A",3.43
12,2412029,"ARC119","L2T1","A",3.43
12,2412054,"ARC119","L2T1","A",3.28
12,2412044,"ARC119","L2T1","A",3.38
12,2412034,"ARC119","L2T1","A",3.81
12,2412021,"ARC119","L2T1","A",3.95
12,2412025,"ARC119","L2T1","A",3.94
12,2412036,"ARC119","L2T1","A",3.48
12,2412060,"ARC119","L2T1","A",3.51
12,2412043,"ARC119","L2T1","A",3.12
12,2412051,"ARC119","L2T1","A",3.17
12,2412033,"ARC119","L2T1","A",3.52
12,2412041,"ARC119","L2T1","A",3.77
12,2412048,"ARC119","L2T1","A",3.54
12,2412024,"ARC119","L2T1","A",3.91
12,2412059,"ARC119","L2T1","A",3.01
12,2412056,"ARC119","L2T1","A",3.2
12,2412050,"ARC119","L2T1","A",3.99
12,2412039,"ARC119","L2T1","A",3.38
12,2412023,"ARC119","L2T1","A",3.49
12,2412040,"ARC120","L2T1","F",0
12,2412027,"ARC120","L2T1","F",0
12,2412028,"ARC120","L2T1","A+",4
12,2412037,"ARC120","L2T1","A+",4
12,2412055,"ARC120","L2T1","A+",4
12,2412046,"ARC120","L2T1","A+",4
12,2412049,"ARC120","L2T1","A",3.32
12,2412031,"ARC120","L2T1","A",3.53
12,2412058,"ARC120","L2T1","A",3.97
12,2412022,"ARC120","L2T1","A",3.1
12,2412052,"ARC120","L2T1","A",3.35
12,2412030,"ARC120","L2T1","A",3.66
12,2412032,"ARC120","L2T1","A",3.96
12,2412042,"ARC120","L2T1","A",3.67
12,2412035,"ARC120","L2T1","A",3.62
12,2412053,"ARC120","L2T1","A",3.46
12,2412026,"ARC120","L2T1","A",3.89
12,2412045,"ARC120","L2T1","A",3.31
12,2412047,"ARC120","L2T1","A",3.65
12,2412057,"ARC120","L2T1","A",3.11
12,2412038,"ARC120","L2T1","A",3.46
12,2412029,"ARC120","L2T1","A",3.11
12,2412054,"ARC120","L2T1","A",3.95
12,2412044,"ARC120","L2T1","A",3.44
12,2412034,"ARC120","L2T1","A",3.81
12,2412021,"ARC120","L2T1","A",3.08
12,2412025,"ARC120","L2T1","A",3.22
12,2412036,"ARC120","L2T1","A",3.5
12,2412060,"ARC120","L2T1","A",3.28
12,2412043,"ARC120","L2T1","A",3.35
12,2412051,"ARC120","L2T1","A",3.97
12,2412033,"ARC120","L2T1","A",3.16
12,2412041,"ARC120","L2T1","A",3.98
12,2412048,"ARC120","L2T1","A",3.66
12,2412024,"ARC120","L2T1","A",3.25
12,2412059,"ARC120","L2T1","A",3.18
12,2412056,"ARC120","L2T1","A",3.64
12,2412050,"ARC120","L2T1","A",3.91
12,2412039,"ARC120","L2T1","A",3.17
12,2412023,"ARC120","L2T1","A",3.98
12,2412040,"ARC121","L2T1","F",0
12,2412027,"ARC121","L2T1","F",0
12,2412028,"ARC121","L2T1","A+",4
12,2412037,"ARC121","L2T1","A+",4
12,2412055,"ARC121","L2T1","A+",4
12,2412046,"ARC121","L2T1","A+",4
12,2412049,"ARC121","L2T1","A",3.62
12,2412031,"ARC121","L2T1","A",3.65
12,2412058,"ARC121","L2T1","A",3.38
12,2412022,"ARC121","L2T1","A",3.9
12,2412052,"ARC121","L2T1","A",3.07
12,2412030,"ARC121","L2T1","A",3.95
12,2412032,"ARC121","L2T1","A",3.45
12,2412042,"ARC121","L2T1","A",3.81
12,2412035,"ARC121","L2T1","A",3.76
12,2412053,"ARC121","L2T1","A",3.4
12,2412026,"ARC121","L2T1","A",3.26
12,2412045,"ARC121","L2T1","A",3.47
12,2412047,"ARC121","L2T1","A",3.53
12,2412057,"ARC121","L2T1","A",3.43
12,2412038,"ARC121","L2T1","A",3.03
12,2412029,"ARC121","L2T1","A",3.99
12,2412054,"ARC121","L2T1","A",3.94
12,2412044,"ARC121","L2T1","A",3.44
12,2412034,"ARC121","L2T1","A",3.96
12,2412021,"ARC121","L2T1","A",3.57
12,2412025,"ARC121","L2T1","A",3.53
12,2412036,"ARC121","L2T1","A",3.65
12,2412060,"ARC121","L2T1","A",3.39
12,2412043,"ARC121","L2T1","A",3.76
12,2412051,"ARC121","L2T1","A",3.55
12,2412033,"ARC121","L2T1","A",3
12,2412041,"ARC121","L2T1","A",3.9
12,2412048,"ARC121","L2T1","A",3.06
12,2412024,"ARC121","L2T1","A",3.43
12,2412059,"ARC121","L2T1","A",3.75
12,2412056,"ARC121","L2T1","A",3.76
12,2412050,"ARC121","L2T1","A",3.12
12,2412039,"ARC121","L2T1","A",3.97
12,2412023,"ARC121","L2T1","A",3.21
12,2412040,"ARC122","L2T1","F",0
12,2412027,"ARC122","L2T1","F",0
12,2412028,"ARC122","L2T1","A+",4
12,2412037,"ARC122","L2T1","A+",4
12,2412055,"ARC122","L2T1","A+",4
12,2412046,"ARC122","L2T1","A+",4
12,2412049,"ARC122","L2T1","A",3.02
12,2412031,"ARC122","L2T1","A",3.84
12,2412058,"ARC122","L2T1","A",3.47
12,2412022,"ARC122","L2T1","A",3.36
12,2412052,"ARC122","L2T1","A",3.59
12,2412030,"ARC122","L2T1","A",3.22
12,2412032,"ARC122","L2T1","A",3.58
12,2412042,"ARC122","L2T1","A",3.9
12,2412035,"ARC122","L2T1","A",3.86
12,2412053,"ARC122","L2T1","A",3.09
12,2412026,"ARC122","L2T1","A",3.61
12,2412045,"ARC122","L2T1","A",3.52
12,2412047,"ARC122","L2T1","A",3.44
12,2412057,"ARC122","L2T1","A",3.49
12,2412038,"ARC122","L2T1","A",3.57
12,2412029,"ARC122","L2T1","A",3.83
12,2412054,"ARC122","L2T1","A",3.15
12,2412044,"ARC122","L2T1","A",3.63
12,2412034,"ARC122","L2T1","A",3.95
12,2412021,"ARC122","L2T1","A",3.56
12,2412025,"ARC122","L2T1","A",3.33
12,2412036,"ARC122","L2T1","A",3.94
12,2412060,"ARC122","L2T1","A",3.49
12,2412043,"ARC122","L2T1","A",3.8
12,2412051,"ARC122","L2T1","A",3.42
12,2412033,"ARC122","L2T1","A",3.05
12,2412041,"ARC122","L2T1","A",3.45
12,2412048,"ARC122","L2T1","A",3.25
12,2412024,"ARC122","L2T1","A",3.72
12,2412059,"ARC122","L2T1","A",3.71
12,2412056,"ARC122","L2T1","A",3.95
12,2412050,"ARC122","L2T1","A",3.97
12,2412039,"ARC122","L2T1","A",3.24
12,2412023,"ARC122","L2T1","A",3.39
12,2412040,"ARC123","L2T1","F",0
12,2412027,"ARC123","L2T1","F",0
12,2412028,"ARC123","L2T1","A+",4
12,2412037,"ARC123","L2T1","A+",4
12,2412055,"ARC123","L2T1","A+",4
12,2412046,"ARC123","L2T1","A+",4
12,2412049,"ARC123","L2T1","A",3.94
12,2412031,"ARC123","L2T1","A",3.26
12,2412058,"ARC123","L2T1","A",3.92
12,2412022,"ARC123","L2T1","A",3.04
12,2412052,"ARC123","L2T1","A",3.73
12,2412030,"ARC123","L2T1","A",3.75
12,2412032,"ARC123","L2T1","A",3.69
12,2412042,"ARC123","L2T1","A",3.47
12,2412035,"ARC123","L2T1","A",3.95
12,2412053,"ARC123","L2T1","A",3.33
12,2412026,"ARC123","L2T1","A",3.9
12,2412045,"ARC123","L2T1","A",3.62
12,2412047,"ARC123","L2T1","A",3.08
12,2412057,"ARC123","L2T1","A",3.31
12,2412038,"ARC123","L2T1","A",3.75
12,2412029,"ARC123","L2T1","A",3.49
12,2412054,"ARC123","L2T1","A",3.13
12,2412044,"ARC123","L2T1","A",3.47
12,2412034,"ARC123","L2T1","A",3.79
12,2412021,"ARC123","L2T1","A",3.78
12,2412025,"ARC123","L2T1","A",3.84
12,2412036,"ARC123","L2T1","A",3.06
12,2412060,"ARC123","L2T1","A",3.04
12,2412043,"ARC123","L2T1","A",3.74
12,2412051,"ARC123","L2T1","A",3.54
12,2412033,"ARC123","L2T1","A",3.76
12,2412041,"ARC123","L2T1","A",3.81
12,2412048,"ARC123","L2T1","A",3.66
12,2412024,"ARC123","L2T1","A",3.04
12,2412059,"ARC123","L2T1","A",3.57
12,2412056,"ARC123","L2T1","A",3.13
12,2412050,"ARC123","L2T1","A",3.5
12,2412039,"ARC123","L2T1","A",3.42
12,2412023,"ARC123","L2T1","A",3.94
12,2412040,"ARC124","L2T1","F",0
12,2412027,"ARC124","L2T1","F",0
12,2412028,"ARC124","L2T1","A+",4
12,2412037,"ARC124","L2T1","A+",4
12,2412055,"ARC124","L2T1","A+",4
12,2412046,"ARC124","L2T1","A+",4
12,2412049,"ARC124","L2T1","A",3.06
12,2412031,"ARC124","L2T1","A",3.45
12,2412058,"ARC124","L2T1","A",3.67
12,2412022,"ARC124","L2T1","A",3.77
12,2412052,"ARC124","L2T1","A",3.7
12,2412030,"ARC124","L2T1","A",3.65
12,2412032,"ARC124","L2T1","A",3.47
12,2412042,"ARC124","L2T1","A",3.06
12,2412035,"ARC124","L2T1","A",3.01
12,2412053,"ARC124","L2T1","A",3.51
12,2412026,"ARC124","L2T1","A",3.27
12,2412045,"ARC124","L2T1","A",3.11
12,2412047,"ARC124","L2T1","A",3.3
12,2412057,"ARC124","L2T1","A",3.58
12,2412038,"ARC124","L2T1","A",3.88
12,2412029,"ARC124","L2T1","A",3.3
12,2412054,"ARC124","L2T1","A",3.93
12,2412044,"ARC124","L2T1","A",3.86
12,2412034,"ARC124","L2T1","A",3.51
12,2412021,"ARC124","L2T1","A",3.8
12,2412025,"ARC124","L2T1","A",3.33
12,2412036,"ARC124","L2T1","A",3.37
12,2412060,"ARC124","L2T1","A",3.81
12,2412043,"ARC124","L2T1","A",3.67
12,2412051,"ARC124","L2T1","A",3.17
12,2412033,"ARC124","L2T1","A",3.58
12,2412041,"ARC124","L2T1","A",3.71
12,2412048,"ARC124","L2T1","A",3.17
12,2412024,"ARC124","L2T1","A",3.79
12,2412059,"ARC124","L2T1","A",3.13
12,2412056,"ARC124","L2T1","A",3.61
12,2412050,"ARC124","L2T1","A",3.11
12,2412039,"ARC124","L2T1","A",3.65
12,2412023,"ARC124","L2T1","A",3.88
12,2412040,"MME859","L2T1","F",0
12,2412027,"MME859","L2T1","F",0
12,2412028,"MME859","L2T1","A+",4
12,2412037,"MME859","L2T1","A+",4
12,2412055,"MME859","L2T1","A+",4
12,2412046,"MME859","L2T1","A+",4
12,2412049,"MME859","L2T1","A",3.11
12,2412031,"MME859","L2T1","A",3.23
12,2412058,"MME859","L2T1","A",3.71
12,2412022,"MME859","L2T1","A",3.04
12,2412052,"MME859","L2T1","A",3.12
12,2412030,"MME859","L2T1","A",3.34
12,2412032,"MME859","L2T1","A",3.93
12,2412042,"MME859","L2T1","A",3.82
12,2412035,"MME859","L2T1","A",3.13
12,2412053,"MME859","L2T1","A",3.35
12,2412026,"MME859","L2T1","A",3.4
12,2412045,"MME859","L2T1","A",3.62
12,2412047,"MME859","L2T1","A",3.83
12,2412057,"MME859","L2T1","A",3.29
12,2412038,"MME859","L2T1","A",3.58
12,2412029,"MME859","L2T1","A",3.7
12,2412054,"MME859","L2T1","A",3.11
12,2412044,"MME859","L2T1","A",3.6
12,2412034,"MME859","L2T1","A",3.27
12,2412021,"MME859","L2T1","A",3.27
12,2412025,"MME859","L2T1","A",3.64
12,2412036,"MME859","L2T1","A",3.49
12,2412060,"MME859","L2T1","A",3.12
12,2412043,"MME859","L2T1","A",3.11
12,2412051,"MME859","L2T1","A",3.04
12,2412033,"MME859","L2T1","A",3.23
12,2412041,"MME859","L2T1","A",3.72
12,2412048,"MME859","L2T1","A",3.19
12,2412024,"MME859","L2T1","A",3.32
12,2412059,"MME859","L2T1","A",3.71
12,2412056,"MME859","L2T1","A",3.55
12,2412050,"MME859","L2T1","A",3.64
12,2412039,"MME859","L2T1","A",3.07
12,2412023,"MME859","L2T1","A",3.73
3,2403038,"BME117","L2T1","F",0
3,2403054,"BME117","L2T1","F",0
3,2403029,"BME117","L2T1","A+",4
3,2403031,"BME117","L2T1","A+",4
3,2403023,"BME117","L2T1","A+",4
3,2403048,"BME117","L2T1","A+",4
3,2403055,"BME117","L2T1","A",3.87
3,2403049,"BME117","L2T1","A",3.77
3,2403040,"BME117","L2T1","A",3.78
3,2403041,"BME117","L2T1","A",3.78
3,2403024,"BME117","L2T1","A",3.57
3,2403057,"BME117","L2T1","A",3.09
3,2403035,"BME117","L2T1","A",3.19
3,2403050,"BME117","L2T1","A",3.6
3,2403056,"BME117","L2T1","A",3.01
3,2403021,"BME117","L2T1","A",3.26
3,2403033,"BME117","L2T1","A",3.9
3,2403043,"BME117","L2T1","A",3.78
3,2403059,"BME117","L2T1","A",3.52
3,2403026,"BME117","L2T1","A",3.77
3,2403037,"BME117","L2T1","A",3.92
3,2403046,"BME117","L2T1","A",3.07
3,2403022,"BME117","L2T1","A",3.59
3,2403047,"BME117","L2T1","A",3.22
3,2403030,"BME117","L2T1","A",3.28
3,2403052,"BME117","L2T1","A",3.37
3,2403039,"BME117","L2T1","A",3.55
3,2403058,"BME117","L2T1","A",3.27
3,2403036,"BME117","L2T1","A",3.72
3,2403044,"BME117","L2T1","A",3.51
3,2403025,"BME117","L2T1","A",3.74
3,2403028,"BME117","L2T1","A",3.49
3,2403053,"BME117","L2T1","A",3.28
3,2403045,"BME117","L2T1","A",3.16
3,2403034,"BME117","L2T1","A",3.24
3,2403060,"BME117","L2T1","A",3.39
3,2403051,"BME117","L2T1","A",3.49
3,2403042,"BME117","L2T1","A",3.34
3,2403032,"BME117","L2T1","A",3.95
3,2403027,"BME117","L2T1","A",3.3
3,2403038,"BME118","L2T1","F",0
3,2403054,"BME118","L2T1","F",0
3,2403029,"BME118","L2T1","A+",4
3,2403031,"BME118","L2T1","A+",4
3,2403023,"BME118","L2T1","A+",4
3,2403048,"BME118","L2T1","A+",4
3,2403055,"BME118","L2T1","A",3.02
3,2403049,"BME118","L2T1","A",3.22
3,2403040,"BME118","L2T1","A",3.63
3,2403041,"BME118","L2T1","A",3.95
3,2403024,"BME118","L2T1","A",3.55
3,2403057,"BME118","L2T1","A",3.97
3,2403035,"BME118","L2T1","A",3.09
3,2403050,"BME118","L2T1","A",3.08
3,2403056,"BME118","L2T1","A",3.84
3,2403021,"BME118","L2T1","A",3.33
3,2403033,"BME118","L2T1","A",3.29
3,2403043,"BME118","L2T1","A",3.61
3,2403059,"BME118","L2T1","A",3.73
3,2403026,"BME118","L2T1","A",3.65
3,2403037,"BME118","L2T1","A",3.15
3,2403046,"BME118","L2T1","A",3.63
3,2403022,"BME118","L2T1","A",3.42
3,2403047,"BME118","L2T1","A",3.6
3,2403030,"BME118","L2T1","A",3.85
3,2403052,"BME118","L2T1","A",3.14
3,2403039,"BME118","L2T1","A",3.95
3,2403058,"BME118","L2T1","A",3.19
3,2403036,"BME118","L2T1","A",3.92
3,2403044,"BME118","L2T1","A",3.18
3,2403025,"BME118","L2T1","A",3.04
3,2403028,"BME118","L2T1","A",3.68
3,2403053,"BME118","L2T1","A",3.43
3,2403045,"BME118","L2T1","A",3.7
3,2403034,"BME118","L2T1","A",3.79
3,2403060,"BME118","L2T1","A",3.32
3,2403051,"BME118","L2T1","A",3.41
3,2403042,"BME118","L2T1","A",3.45
3,2403032,"BME118","L2T1","A",3.1
3,2403027,"BME118","L2T1","A",3.8
3,2403038,"BME119","L2T1","F",0
3,2403054,"BME119","L2T1","F",0
3,2403029,"BME119","L2T1","A+",4
3,2403031,"BME119","L2T1","A+",4
3,2403023,"BME119","L2T1","A+",4
3,2403048,"BME119","L2T1","A+",4
3,2403055,"BME119","L2T1","A",3.81
3,2403049,"BME119","L2T1","A",3.73
3,2403040,"BME119","L2T1","A",3.61
3,2403041,"BME119","L2T1","A",3.86
3,2403024,"BME119","L2T1","A",3.33
3,2403057,"BME119","L2T1","A",3.27
3,2403035,"BME119","L2T1","A",3.23
3,2403050,"BME119","L2T1","A",3.31
3,2403056,"BME119","L2T1","A",3.39
3,2403021,"BME119","L2T1","A",3.31
3,2403033,"BME119","L2T1","A",3.86
3,2403043,"BME119","L2T1","A",3.1
3,2403059,"BME119","L2T1","A",3.86
3,2403026,"BME119","L2T1","A",3.66
3,2403037,"BME119","L2T1","A",3.95
3,2403046,"BME119","L2T1","A",3.37
3,2403022,"BME119","L2T1","A",3.64
3,2403047,"BME119","L2T1","A",3.09
3,2403030,"BME119","L2T1","A",3.07
3,2403052,"BME119","L2T1","A",3.62
3,2403039,"BME119","L2T1","A",3.35
3,2403058,"BME119","L2T1","A",3.1
3,2403036,"BME119","L2T1","A",3.86
3,2403044,"BME119","L2T1","A",3.88
3,2403025,"BME119","L2T1","A",3.22
3,2403028,"BME119","L2T1","A",3.68
3,2403053,"BME119","L2T1","A",3.74
3,2403045,"BME119","L2T1","A",3.67
3,2403034,"BME119","L2T1","A",3.69
3,2403060,"BME119","L2T1","A",3.49
3,2403051,"BME119","L2T1","A",3.28
3,2403042,"BME119","L2T1","A",3.11
3,2403032,"BME119","L2T1","A",3.72
3,2403027,"BME119","L2T1","A",3.54
3,2403038,"BME110","L2T1","F",0
3,2403054,"BME110","L2T1","F",0
3,2403029,"BME110","L2T1","A+",4
3,2403031,"BME110","L2T1","A+",4
3,2403023,"BME110","L2T1","A+",4
3,2403048,"BME110","L2T1","A+",4
3,2403055,"BME110","L2T1","A",3.53
3,2403049,"BME110","L2T1","A",3.63
3,2403040,"BME110","L2T1","A",3.57
3,2403041,"BME110","L2T1","A",3.82
3,2403024,"BME110","L2T1","A",3.5
3,2403057,"BME110","L2T1","A",3.27
3,2403035,"BME110","L2T1","A",3.21
3,2403050,"BME110","L2T1","A",3.67
3,2403056,"BME110","L2T1","A",3.74
3,2403021,"BME110","L2T1","A",3.64
3,2403033,"BME110","L2T1","A",3.88
3,2403043,"BME110","L2T1","A",3.71
3,2403059,"BME110","L2T1","A",3.58
3,2403026,"BME110","L2T1","A",3.33
3,2403037,"BME110","L2T1","A",3.94
3,2403046,"BME110","L2T1","A",3.5
3,2403022,"BME110","L2T1","A",3.07
3,2403047,"BME110","L2T1","A",3.59
3,2403030,"BME110","L2T1","A",3.51
3,2403052,"BME110","L2T1","A",3.55
3,2403039,"BME110","L2T1","A",3.01
3,2403058,"BME110","L2T1","A",3.02
3,2403036,"BME110","L2T1","A",3.62
3,2403044,"BME110","L2T1","A",3.33
3,2403025,"BME110","L2T1","A",3.56
3,2403028,"BME110","L2T1","A",3.94
3,2403053,"BME110","L2T1","A",3.23
3,2403045,"BME110","L2T1","A",3.66
3,2403034,"BME110","L2T1","A",3.93
3,2403060,"BME110","L2T1","A",3.57
3,2403051,"BME110","L2T1","A",3.92
3,2403042,"BME110","L2T1","A",3.91
3,2403032,"BME110","L2T1","A",3.36
3,2403027,"BME110","L2T1","A",3.17
3,2403038,"BME121","L2T1","F",0
3,2403054,"BME121","L2T1","F",0
3,2403029,"BME121","L2T1","A+",4
3,2403031,"BME121","L2T1","A+",4
3,2403023,"BME121","L2T1","A+",4
3,2403048,"BME121","L2T1","A+",4
3,2403055,"BME121","L2T1","A",3.49
3,2403049,"BME121","L2T1","A",3.57
3,2403040,"BME121","L2T1","A",3.39
3,2403041,"BME121","L2T1","A",3.11
3,2403024,"BME121","L2T1","A",3.5
3,2403057,"BME121","L2T1","A",3.99
3,2403035,"BME121","L2T1","A",3.93
3,2403050,"BME121","L2T1","A",3.32
3,2403056,"BME121","L2T1","A",3.47
3,2403021,"BME121","L2T1","A",3.04
3,2403033,"BME121","L2T1","A",3.32
3,2403043,"BME121","L2T1","A",3.44
3,2403059,"BME121","L2T1","A",3.02
3,2403026,"BME121","L2T1","A",3.53
3,2403037,"BME121","L2T1","A",3.15
3,2403046,"BME121","L2T1","A",3.09
3,2403022,"BME121","L2T1","A",3.02
3,2403047,"BME121","L2T1","A",3.31
3,2403030,"BME121","L2T1","A",3.72
3,2403052,"BME121","L2T1","A",3.16
3,2403039,"BME121","L2T1","A",3.84
3,2403058,"BME121","L2T1","A",3.54
3,2403036,"BME121","L2T1","A",3.9
3,2403044,"BME121","L2T1","A",3.97
3,2403025,"BME121","L2T1","A",3.29
3,2403028,"BME121","L2T1","A",3.89
3,2403053,"BME121","L2T1","A",3.81
3,2403045,"BME121","L2T1","A",3.01
3,2403034,"BME121","L2T1","A",3.49
3,2403060,"BME121","L2T1","A",3.8
3,2403051,"BME121","L2T1","A",3.83
3,2403042,"BME121","L2T1","A",3.32
3,2403032,"BME121","L2T1","A",3.76
3,2403027,"BME121","L2T1","A",3.63
3,2403038,"BME122","L2T1","F",0
3,2403054,"BME122","L2T1","F",0
3,2403029,"BME122","L2T1","A+",4
3,2403031,"BME122","L2T1","A+",4
3,2403023,"BME122","L2T1","A+",4
3,2403048,"BME122","L2T1","A+",4
3,2403055,"BME122","L2T1","A",3.87
3,2403049,"BME122","L2T1","A",3.64
3,2403040,"BME122","L2T1","A",3.34
3,2403041,"BME122","L2T1","A",3.71
3,2403024,"BME122","L2T1","A",3.31
3,2403057,"BME122","L2T1","A",3.44
3,2403035,"BME122","L2T1","A",3.9
3,2403050,"BME122","L2T1","A",3.49
3,2403056,"BME122","L2T1","A",3.22
3,2403021,"BME122","L2T1","A",3.88
3,2403033,"BME122","L2T1","A",3.81
3,2403043,"BME122","L2T1","A",3.22
3,2403059,"BME122","L2T1","A",3.74
3,2403026,"BME122","L2T1","A",3.39
3,2403037,"BME122","L2T1","A",3.21
3,2403046,"BME122","L2T1","A",3.97
3,2403022,"BME122","L2T1","A",3.82
3,2403047,"BME122","L2T1","A",3.54
3,2403030,"BME122","L2T1","A",3.73
3,2403052,"BME122","L2T1","A",3.97
3,2403039,"BME122","L2T1","A",3.32
3,2403058,"BME122","L2T1","A",3.74
3,2403036,"BME122","L2T1","A",3.78
3,2403044,"BME122","L2T1","A",3.83
3,2403025,"BME122","L2T1","A",3.25
3,2403028,"BME122","L2T1","A",3.14
3,2403053,"BME122","L2T1","A",3.86
3,2403045,"BME122","L2T1","A",3.19
3,2403034,"BME122","L2T1","A",3.3
3,2403060,"BME122","L2T1","A",3.48
3,2403051,"BME122","L2T1","A",3.1
3,2403042,"BME122","L2T1","A",3.85
3,2403032,"BME122","L2T1","A",3.38
3,2403027,"BME122","L2T1","A",3.77
3,2403038,"BME123","L2T1","F",0
3,2403054,"BME123","L2T1","F",0
3,2403029,"BME123","L2T1","A+",4
3,2403031,"BME123","L2T1","A+",4
3,2403023,"BME123","L2T1","A+",4
3,2403048,"BME123","L2T1","A+",4
3,2403055,"BME123","L2T1","A",3.86
3,2403049,"BME123","L2T1","A",3.86
3,2403040,"BME123","L2T1","A",3.2
3,2403041,"BME123","L2T1","A",3.22
3,2403024,"BME123","L2T1","A",3.49
3,2403057,"BME123","L2T1","A",3.95
3,2403035,"BME123","L2T1","A",3.03
3,2403050,"BME123","L2T1","A",3.47
3,2403056,"BME123","L2T1","A",3.24
3,2403021,"BME123","L2T1","A",3.26
3,2403033,"BME123","L2T1","A",3.98
3,2403043,"BME123","L2T1","A",3.42
3,2403059,"BME123","L2T1","A",3.99
3,2403026,"BME123","L2T1","A",3.96
3,2403037,"BME123","L2T1","A",3.77
3,2403046,"BME123","L2T1","A",3.17
3,2403022,"BME123","L2T1","A",3.67
3,2403047,"BME123","L2T1","A",3.87
3,2403030,"BME123","L2T1","A",3.26
