student_id,course_id,semester,enrolled_on,approved_by,section_type
2512041,ARC111,L1T2,2025-06-26,2010124182,A
2512041,ARC112,L1T2,2025-06-26,2010124182,A1
2512041,ARC113,L1T2,2025-06-26,2010124182,A
2512041,ARC114,L1T2,2025-06-26,2010124182,A1
2512041,ARC115,L1T2,2025-06-26,2010124182,A
2512041,BME810,L1T2,2025-06-26,2010124182,A1
2512024,ARC109,L1T2,2025-06-26,2010124182,A
2512024,ARC110,L1T2,2025-06-26,2010124182,A1
2512024,ARC111,L1T2,2025-06-26,2010124182,A
2512024,ARC112,L1T2,2025-06-26,2010124182,A1
2512024,ARC113,L1T2,2025-06-26,2010124182,A
2512024,ARC114,L1T2,2025-06-26,2010124182,A1
2512024,ARC115,L1T2,2025-06-26,2010124182,A
2512024,BME810,L1T2,2025-06-26,2010124182,A1
2512055,ARC109,L1T2,2025-06-26,2010124182,A
2512055,ARC110,L1T2,2025-06-26,2010124182,A1
2512055,ARC111,L1T2,2025-06-26,2010124182,A
2512055,ARC112,L1T2,2025-06-26,2010124182,A1
2512055,ARC113,L1T2,2025-06-26,2010124182,A
2512055,ARC114,L1T2,2025-06-26,2010124182,A1
2512055,ARC115,L1T2,2025-06-26,2010124182,A
2512055,BME810,L1T2,2025-06-26,2010124182,A1
2512046,ARC109,L1T2,2025-06-26,2010124182,A
2512046,ARC110,L1T2,2025-06-26,2010124182,A1
2512046,ARC111,L1T2,2025-06-26,2010124182,A
2512046,ARC112,L1T2,2025-06-26,2010124182,A1
2512046,ARC113,L1T2,2025-06-26,2010124182,A
2512046,ARC114,L1T2,2025-06-26,2010124182,A1
2512046,ARC115,L1T2,2025-06-26,2010124182,A
2512046,BME810,L1T2,2025-06-26,2010124182,A1
2512060,ARC109,L1T2,2025-06-26,2010124182,A
2512060,ARC110,L1T2,2025-06-26,2010124182,A1
2512060,ARC111,L1T2,2025-06-26,2010124182,A
2512060,ARC112,L1T2,2025-06-26,2010124182,A1
2512060,ARC113,L1T2,2025-06-26,2010124182,A
2512060,ARC114,L1T2,2025-06-26,2010124182,A1
2512060,ARC115,L1T2,2025-06-26,2010124182,A
2512060,BME810,L1T2,2025-06-26,2010124182,A1
2512034,ARC109,L1T2,2025-06-26,2010124182,A
2512034,ARC110,L1T2,2025-06-26,2010124182,A1
2512034,ARC111,L1T2,2025-06-26,2010124182,A
2512034,ARC112,L1T2,2025-06-26,2010124182,A1
2512034,ARC113,L1T2,2025-06-26,2010124182,A
2512034,ARC114,L1T2,2025-06-26,2010124182,A1
2512034,ARC115,L1T2,2025-06-26,2010124182,A
2512034,BME810,L1T2,2025-06-26,2010124182,A1
2512025,ARC109,L1T2,2025-06-26,2010124182,A
2512025,ARC110,L1T2,2025-06-26,2010124182,A1
2512025,ARC111,L1T2,2025-06-26,2010124182,A
2512025,ARC112,L1T2,2025-06-26,2010124182,A1
2512025,ARC113,L1T2,2025-06-26,2010124182,A
2512025,ARC114,L1T2,2025-06-26,2010124182,A1
2512025,ARC115,L1T2,2025-06-26,2010124182,A
2512025,BME810,L1T2,2025-06-26,2010124182,A1
2512049,ARC109,L1T2,2025-06-26,2010124182,A
2512049,ARC110,L1T2,2025-06-26,2010124182,A1
2512049,ARC111,L1T2,2025-06-26,2010124182,A
2512049,ARC112,L1T2,2025-06-26,2010124182,A1
2512049,ARC113,L1T2,2025-06-26,2010124182,A
2512049,ARC114,L1T2,2025-06-26,2010124182,A1
2512049,ARC115,L1T2,2025-06-26,2010124182,A
2512049,BME810,L1T2,2025-06-26,2010124182,A1
2512035,ARC109,L1T2,2025-06-26,2010124182,A
2512035,ARC110,L1T2,2025-06-26,2010124182,A1
2512035,ARC111,L1T2,2025-06-26,2010124182,A
2512035,ARC112,L1T2,2025-06-26,2010124182,A1
2512035,ARC113,L1T2,2025-06-26,2010124182,A
2512035,ARC114,L1T2,2025-06-26,2010124182,A1
2512035,ARC115,L1T2,2025-06-26,2010124182,A
2512035,BME810,L1T2,2025-06-26,2010124182,A1
2512051,ARC109,L1T2,2025-06-26,2010124182,A
2512051,ARC110,L1T2,2025-06-26,2010124182,A1
2512051,ARC111,L1T2,2025-06-26,2010124182,A
2512051,ARC112,L1T2,2025-06-26,2010124182,A1
2512051,ARC113,L1T2,2025-06-26,2010124182,A
2512051,ARC114,L1T2,2025-06-26,2010124182,A1
2512051,ARC115,L1T2,2025-06-26,2010124182,A
2512051,BME810,L1T2,2025-06-26,2010124182,A1
2512026,ARC109,L1T2,2025-06-26,2010124182,A
2512026,ARC110,L1T2,2025-06-26,2010124182,A1
2512026,ARC111,L1T2,2025-06-26,2010124182,A
2512026,ARC112,L1T2,2025-06-26,2010124182,A1
2512026,ARC113,L1T2,2025-06-26,2010124182,A
2512026,ARC114,L1T2,2025-06-26,2010124182,A1
2512026,ARC115,L1T2,2025-06-26,2010124182,A
2512026,BME810,L1T2,2025-06-26,2010124182,A1
2512040,ARC109,L1T2,2025-06-26,2010124182,A
2512040,ARC110,L1T2,2025-06-26,2010124182,A1
2512040,ARC111,L1T2,2025-06-26,2010124182,A
2512040,ARC112,L1T2,2025-06-26,2010124182,A1
2512040,ARC113,L1T2,2025-06-26,2010124182,A
2512040,ARC114,L1T2,2025-06-26,2010124182,A1
2512040,ARC115,L1T2,2025-06-26,2010124182,A
2512040,BME810,L1T2,2025-06-26,2010124182,A1
2512043,ARC109,L1T2,2025-06-26,2010124182,A
2512043,ARC110,L1T2,2025-06-26,2010124182,A1
2512043,ARC111,L1T2,2025-06-26,2010124182,A
2512043,ARC112,L1T2,2025-06-26,2010124182,A1
2512043,ARC113,L1T2,2025-06-26,2010124182,A
2512043,ARC114,L1T2,2025-06-26,2010124182,A1
2512043,ARC115,L1T2,2025-06-26,2010124182,A
2512043,BME810,L1T2,2025-06-26,2010124182,A1
2512031,ARC109,L1T2,2025-06-26,2010124182,A
2512031,ARC110,L1T2,2025-06-26,2010124182,A1
2512031,ARC111,L1T2,2025-06-26,2010124182,A
2512031,ARC112,L1T2,2025-06-26,2010124182,A1
2512031,ARC113,L1T2,2025-06-26,2010124182,A
2512031,ARC114,L1T2,2025-06-26,2010124182,A1
2512031,ARC115,L1T2,2025-06-26,2010124182,A
2512031,BME810,L1T2,2025-06-26,2010124182,A1
2512047,ARC109,L1T2,2025-06-26,2010124182,A
2512047,ARC110,L1T2,2025-06-26,2010124182,A1
2512047,ARC111,L1T2,2025-06-26,2010124182,A
2512047,ARC112,L1T2,2025-06-26,2010124182,A1
2512047,ARC113,L1T2,2025-06-26,2010124182,A
2512047,ARC114,L1T2,2025-06-26,2010124182,A1
2512047,ARC115,L1T2,2025-06-26,2010124182,A
2512047,BME810,L1T2,2025-06-26,2010124182,A1
2512023,ARC109,L1T2,2025-06-26,2010124182,A
2512023,ARC110,L1T2,2025-06-26,2010124182,A1
2512023,ARC111,L1T2,2025-06-26,2010124182,A
2512023,ARC112,L1T2,2025-06-26,2010124182,A1
2512023,ARC113,L1T2,2025-06-26,2010124182,A
2512023,ARC114,L1T2,2025-06-26,2010124182,A1
2512023,ARC115,L1T2,2025-06-26,2010124182,A
2512023,BME810,L1T2,2025-06-26,2010124182,A1
2512037,ARC109,L1T2,2025-06-26,2010124182,A
2512037,ARC110,L1T2,2025-06-26,2010124182,A1
2512037,ARC111,L1T2,2025-06-26,2010124182,A
2512037,ARC112,L1T2,2025-06-26,2010124182,A1
2512037,ARC113,L1T2,2025-06-26,2010124182,A
2512037,ARC114,L1T2,2025-06-26,2010124182,A1
2512037,ARC115,L1T2,2025-06-26,2010124182,A
2512037,BME810,L1T2,2025-06-26,2010124182,A1
2512056,ARC109,L1T2,2025-06-26,2010124182,A
2512056,ARC110,L1T2,2025-06-26,2010124182,A1
2512056,ARC111,L1T2,2025-06-26,2010124182,A
2512056,ARC112,L1T2,2025-06-26,2010124182,A1
2512056,ARC113,L1T2,2025-06-26,2010124182,A
2512056,ARC114,L1T2,2025-06-26,2010124182,A1
2512056,ARC115,L1T2,2025-06-26,2010124182,A
2512056,BME810,L1T2,2025-06-26,2010124182,A1
2512027,ARC109,L1T2,2025-06-26,2010124182,A
2512027,ARC110,L1T2,2025-06-26,2010124182,A1
2512027,ARC111,L1T2,2025-06-26,2010124182,A
2512027,ARC112,L1T2,2025-06-26,2010124182,A1
2512027,ARC113,L1T2,2025-06-26,2010124182,A
2512027,ARC114,L1T2,2025-06-26,2010124182,A1
2512027,ARC115,L1T2,2025-06-26,2010124182,A
2512027,BME810,L1T2,2025-06-26,2010124182,A1
2512054,ARC109,L1T2,2025-06-26,2010124182,A
2512054,ARC110,L1T2,2025-06-26,2010124182,A1
2512054,ARC111,L1T2,2025-06-26,2010124182,A
2512054,ARC112,L1T2,2025-06-26,2010124182,A1
2512054,ARC113,L1T2,2025-06-26,2010124182,A
2512054,ARC114,L1T2,2025-06-26,2010124182,A1
2512054,ARC115,L1T2,2025-06-26,2010124182,A
2512054,BME810,L1T2,2025-06-26,2010124182,A1
2512038,ARC109,L1T2,2025-06-26,2010124182,A
2512038,ARC110,L1T2,2025-06-26,2010124182,A1
2512038,ARC111,L1T2,2025-06-26,2010124182,A
2512038,ARC112,L1T2,2025-06-26,2010124182,A1
2512038,ARC113,L1T2,2025-06-26,2010124182,A
2512038,ARC114,L1T2,2025-06-26,2010124182,A1
2512038,ARC115,L1T2,2025-06-26,2010124182,A
2512038,BME810,L1T2,2025-06-26,2010124182,A1
2512045,ARC109,L1T2,2025-06-26,2010124182,A
2512045,ARC110,L1T2,2025-06-26,2010124182,A1
2512045,ARC111,L1T2,2025-06-26,2010124182,A
2512045,ARC112,L1T2,2025-06-26,2010124182,A1
2512045,ARC113,L1T2,2025-06-26,2010124182,A
2512045,ARC114,L1T2,2025-06-26,2010124182,A1
2512045,ARC115,L1T2,2025-06-26,2010124182,A
2512045,BME810,L1T2,2025-06-26,2010124182,A1
2512044,ARC109,L1T2,2025-06-26,2010124182,A
2512044,ARC110,L1T2,2025-06-26,2010124182,A1
2512044,ARC111,L1T2,2025-06-26,2010124182,A
2512044,ARC112,L1T2,2025-06-26,2010124182,A1
2512044,ARC113,L1T2,2025-06-26,2010124182,A
2512044,ARC114,L1T2,2025-06-26,2010124182,A1
2512044,ARC115,L1T2,2025-06-26,2010124182,A
2512044,BME810,L1T2,2025-06-26,2010124182,A1
2512053,ARC109,L1T2,2025-06-26,2010124182,A
2512053,ARC110,L1T2,2025-06-26,2010124182,A1
2512053,ARC111,L1T2,2025-06-26,2010124182,A
2512053,ARC112,L1T2,2025-06-26,2010124182,A1
2512053,ARC113,L1T2,2025-06-26,2010124182,A
2512053,ARC114,L1T2,2025-06-26,2010124182,A1
2512053,ARC115,L1T2,2025-06-26,2010124182,A
2512053,BME810,L1T2,2025-06-26,2010124182,A1
2512030,ARC109,L1T2,2025-06-26,2010124182,A
2512030,ARC110,L1T2,2025-06-26,2010124182,A1
2512030,ARC111,L1T2,2025-06-26,2010124182,A
2512030,ARC112,L1T2,2025-06-26,2010124182,A1
2512030,ARC113,L1T2,2025-06-26,2010124182,A
2512030,ARC114,L1T2,2025-06-26,2010124182,A1
2512030,ARC115,L1T2,2025-06-26,2010124182,A
2512030,BME810,L1T2,2025-06-26,2010124182,A1
2512021,ARC109,L1T2,2025-06-26,2010124182,A
2512021,ARC110,L1T2,2025-06-26,2010124182,A1
2512021,ARC111,L1T2,2025-06-26,2010124182,A
2512021,ARC112,L1T2,2025-06-26,2010124182,A1
2512021,ARC113,L1T2,2025-06-26,2010124182,A
2512021,ARC114,L1T2,2025-06-26,2010124182,A1
2512021,ARC115,L1T2,2025-06-26,2010124182,A
2512021,BME810,L1T2,2025-06-26,2010124182,A1
2512039,ARC109,L1T2,2025-06-26,2010124182,A
2512039,ARC110,L1T2,2025-06-26,2010124182,A1
2512039,ARC111,L1T2,2025-06-26,2010124182,A
2512039,ARC112,L1T2,2025-06-26,2010124182,A1
2512039,ARC113,L1T2,2025-06-26,2010124182,A
2512039,ARC114,L1T2,2025-06-26,2010124182,A1
2512039,ARC115,L1T2,2025-06-26,2010124182,A
2512039,BME810,L1T2,2025-06-26,2010124182,A1
2512059,ARC109,L1T2,2025-06-26,2010124182,A
2512059,ARC110,L1T2,2025-06-26,2010124182,A1
2512059,ARC111,L1T2,2025-06-26,2010124182,A
2512059,ARC112,L1T2,2025-06-26,2010124182,A1
2512059,ARC113,L1T2,2025-06-26,2010124182,A
2512059,ARC114,L1T2,2025-06-26,2010124182,A1
2512059,ARC115,L1T2,2025-06-26,2010124182,A
2512059,BME810,L1T2,2025-06-26,2010124182,A1
2512057,ARC109,L1T2,2025-06-26,2010124182,A
2512057,ARC110,L1T2,2025-06-26,2010124182,A1
2512057,ARC111,L1T2,2025-06-26,2010124182,A
2512057,ARC112,L1T2,2025-06-26,2010124182,A1
2512057,ARC113,L1T2,2025-06-26,2010124182,A
2512057,ARC114,L1T2,2025-06-26,2010124182,A1
2512057,ARC115,L1T2,2025-06-26,2010124182,A
2512057,BME810,L1T2,2025-06-26,2010124182,A1
2512036,ARC109,L1T2,2025-06-26,2010124182,A
2512036,ARC110,L1T2,2025-06-26,2010124182,A1
2512036,ARC111,L1T2,2025-06-26,2010124182,A
2512036,ARC112,L1T2,2025-06-26,2010124182,A1
2512036,ARC113,L1T2,2025-06-26,2010124182,A
2512036,ARC114,L1T2,2025-06-26,2010124182,A1
2512036,ARC115,L1T2,2025-06-26,2010124182,A
2512036,BME810,L1T2,2025-06-26,2010124182,A1
2512029,ARC109,L1T2,2025-06-26,2010124182,A
2512029,ARC110,L1T2,2025-06-26,2010124182,A1
2512029,ARC111,L1T2,2025-06-26,2010124182,A
2512029,ARC112,L1T2,2025-06-26,2010124182,A1
2512029,ARC113,L1T2,2025-06-26,2010124182,A
2512029,ARC114,L1T2,2025-06-26,2010124182,A1
2512029,ARC115,L1T2,2025-06-26,2010124182,A
2512029,BME810,L1T2,2025-06-26,2010124182,A1
2512042,ARC109,L1T2,2025-06-26,2010124182,A
2512042,ARC110,L1T2,2025-06-26,2010124182,A1
2512042,ARC111,L1T2,2025-06-26,2010124182,A
2512042,ARC112,L1T2,2025-06-26,2010124182,A1
2512042,ARC113,L1T2,2025-06-26,2010124182,A
2512042,ARC114,L1T2,2025-06-26,2010124182,A1
2512042,ARC115,L1T2,2025-06-26,2010124182,A
2512042,BME810,L1T2,2025-06-26,2010124182,A1
2512050,ARC109,L1T2,2025-06-26,2010124182,A
2512050,ARC110,L1T2,2025-06-26,2010124182,A1
2512050,ARC111,L1T2,2025-06-26,2010124182,A
2512050,ARC112,L1T2,2025-06-26,2010124182,A1
2512050,ARC113,L1T2,2025-06-26,2010124182,A
2512050,ARC114,L1T2,2025-06-26,2010124182,A1
2512050,ARC115,L1T2,2025-06-26,2010124182,A
2512050,BME810,L1T2,2025-06-26,2010124182,A1
2512033,ARC109,L1T2,2025-06-26,2010124182,A
2512033,ARC110,L1T2,2025-06-26,2010124182,A1
2512033,ARC111,L1T2,2025-06-26,2010124182,A
2512033,ARC112,L1T2,2025-06-26,2010124182,A1
2512033,ARC113,L1T2,2025-06-26,2010124182,A
2512033,ARC114,L1T2,2025-06-26,2010124182,A1
2512033,ARC115,L1T2,2025-06-26,2010124182,A
2512033,BME810,L1T2,2025-06-26,2010124182,A1
2512058,ARC109,L1T2,2025-06-26,2010124182,A
2512058,ARC110,L1T2,2025-06-26,2010124182,A1
2512058,ARC111,L1T2,2025-06-26,2010124182,A
2512058,ARC112,L1T2,2025-06-26,2010124182,A1
2512058,ARC113,L1T2,2025-06-26,2010124182,A
2512058,ARC114,L1T2,2025-06-26,2010124182,A1
2512058,ARC115,L1T2,2025-06-26,2010124182,A
2512058,BME810,L1T2,2025-06-26,2010124182,A1
2412046,ARC125,L2T2,2025-06-26,2020125390,A
2412046,ARC126,L2T2,2025-06-26,2020125390,A1
2412046,ARC127,L2T2,2025-06-26,2020125390,A
2412046,ARC128,L2T2,2025-06-26,2020125390,A1
2412046,ARC129,L2T2,2025-06-26,2020125390,A
2412046,ARC130,L2T2,2025-06-26,2020125390,A1
2412046,ARC131,L2T2,2025-06-26,2020125390,A
2412046,BME984,L2T2,2025-06-26,2020125390,A1
2412027,ARC125,L2T2,2025-06-26,2020125390,A
2412027,ARC126,L2T2,2025-06-26,2020125390,A1
2412027,ARC127,L2T2,2025-06-26,2020125390,A
2412027,ARC128,L2T2,2025-06-26,2020125390,A1
2412027,ARC129,L2T2,2025-06-26,2020125390,A
2412027,ARC130,L2T2,2025-06-26,2020125390,A1
2412027,ARC131,L2T2,2025-06-26,2020125390,A
2412027,BME984,L2T2,2025-06-26,2020125390,A1
2412055,ARC125,L2T2,2025-06-26,2020125390,A
2412055,ARC126,L2T2,2025-06-26,2020125390,A1
2412055,ARC127,L2T2,2025-06-26,2020125390,A
2412055,ARC128,L2T2,2025-06-26,2020125390,A1
2412055,ARC129,L2T2,2025-06-26,2020125390,A
2412055,ARC130,L2T2,2025-06-26,2020125390,A1
2412055,ARC131,L2T2,2025-06-26,2020125390,A
2412055,BME984,L2T2,2025-06-26,2020125390,A1
2412040,ARC125,L2T2,2025-06-26,2020125390,A
2412040,ARC126,L2T2,2025-06-26,2020125390,A1
2412040,ARC127,L2T2,2025-06-26,2020125390,A
2412040,ARC128,L2T2,2025-06-26,2020125390,A1
2412040,ARC129,L2T2,2025-06-26,2020125390,A
2412040,ARC130,L2T2,2025-06-26,2020125390,A1
2412040,ARC131,L2T2,2025-06-26,2020125390,A
2412040,BME984,L2T2,2025-06-26,2020125390,A1
2412037,ARC125,L2T2,2025-06-26,2020125390,A
2412037,ARC126,L2T2,2025-06-26,2020125390,A1
2412037,ARC127,L2T2,2025-06-26,2020125390,A
2412037,ARC128,L2T2,2025-06-26,2020125390,A1
2412037,ARC129,L2T2,2025-06-26,2020125390,A
2412037,ARC130,L2T2,2025-06-26,2020125390,A1
2412037,ARC131,L2T2,2025-06-26,2020125390,A
2412037,BME984,L2T2,2025-06-26,2020125390,A1
2412049,ARC125,L2T2,2025-06-26,2020125390,A
2412049,ARC126,L2T2,2025-06-26,2020125390,A1
2412049,ARC127,L2T2,2025-06-26,2020125390,A
2412049,ARC128,L2T2,2025-06-26,2020125390,A1
2412049,ARC129,L2T2,2025-06-26,2020125390,A
2412049,ARC130,L2T2,2025-06-26,2020125390,A1
2412049,ARC131,L2T2,2025-06-26,2020125390,A
2412049,BME984,L2T2,2025-06-26,2020125390,A1
2412031,ARC125,L2T2,2025-06-26,2020125390,A
2412031,ARC126,L2T2,2025-06-26,2020125390,A1
2412031,ARC127,L2T2,2025-06-26,2020125390,A
2412031,ARC128,L2T2,2025-06-26,2020125390,A1
2412031,ARC129,L2T2,2025-06-26,2020125390,A
2412031,ARC130,L2T2,2025-06-26,2020125390,A1
2412031,ARC131,L2T2,2025-06-26,2020125390,A
2412031,BME984,L2T2,2025-06-26,2020125390,A1
2412058,ARC125,L2T2,2025-06-26,2020125390,A
2412058,ARC126,L2T2,2025-06-26,2020125390,A1
2412058,ARC127,L2T2,2025-06-26,2020125390,A
2412058,ARC128,L2T2,2025-06-26,2020125390,A1
2412058,ARC129,L2T2,2025-06-26,2020125390,A
2412058,ARC130,L2T2,2025-06-26,2020125390,A1
2412058,ARC131,L2T2,2025-06-26,2020125390,A
2412058,BME984,L2T2,2025-06-26,2020125390,A1
2412028,ARC125,L2T2,2025-06-26,2020125390,A
2412028,ARC126,L2T2,2025-06-26,2020125390,A1
2412028,ARC127,L2T2,2025-06-26,2020125390,A
2412028,ARC128,L2T2,2025-06-26,2020125390,A1
2412028,ARC129,L2T2,2025-06-26,2020125390,A
2412028,ARC130,L2T2,2025-06-26,2020125390,A1
2412028,ARC131,L2T2,2025-06-26,2020125390,A
2412028,BME984,L2T2,2025-06-26,2020125390,A1
2412052,ARC125,L2T2,2025-06-26,2020125390,A
2412052,ARC126,L2T2,2025-06-26,2020125390,A1
2412052,ARC127,L2T2,2025-06-26,2020125390,A
2412052,ARC128,L2T2,2025-06-26,2020125390,A1
2412052,ARC129,L2T2,2025-06-26,2020125390,A
2412052,ARC130,L2T2,2025-06-26,2020125390,A1
2412052,ARC131,L2T2,2025-06-26,2020125390,A
2412052,BME984,L2T2,2025-06-26,2020125390,A1
2412022,ARC125,L2T2,2025-06-26,2020125390,A
2412022,ARC126,L2T2,2025-06-26,2020125390,A1
2412022,ARC127,L2T2,2025-06-26,2020125390,A
2412022,ARC128,L2T2,2025-06-26,2020125390,A1
2412022,ARC129,L2T2,2025-06-26,2020125390,A
2412022,ARC130,L2T2,2025-06-26,2020125390,A1
2412022,ARC131,L2T2,2025-06-26,2020125390,A
2412022,BME984,L2T2,2025-06-26,2020125390,A1
2412032,ARC125,L2T2,2025-06-26,2020125390,A
2412032,ARC126,L2T2,2025-06-26,2020125390,A1
2412032,ARC127,L2T2,2025-06-26,2020125390,A
2412032,ARC128,L2T2,2025-06-26,2020125390,A1
2412032,ARC129,L2T2,2025-06-26,2020125390,A
2412032,ARC130,L2T2,2025-06-26,2020125390,A1
2412032,ARC131,L2T2,2025-06-26,2020125390,A
2412032,BME984,L2T2,2025-06-26,2020125390,A1
2412030,ARC125,L2T2,2025-06-26,2020125390,A
2412030,ARC126,L2T2,2025-06-26,2020125390,A1
2412030,ARC127,L2T2,2025-06-26,2020125390,A
2412030,ARC128,L2T2,2025-06-26,2020125390,A1
2412030,ARC129,L2T2,2025-06-26,2020125390,A
2412030,ARC130,L2T2,2025-06-26,2020125390,A1
2412030,ARC131,L2T2,2025-06-26,2020125390,A
2412030,BME984,L2T2,2025-06-26,2020125390,A1
2412042,ARC125,L2T2,2025-06-26,2020125390,A
2412042,ARC126,L2T2,2025-06-26,2020125390,A1
2412042,ARC127,L2T2,2025-06-26,2020125390,A
2412042,ARC128,L2T2,2025-06-26,2020125390,A1
2412042,ARC129,L2T2,2025-06-26,2020125390,A
2412042,ARC130,L2T2,2025-06-26,2020125390,A1
2412042,ARC131,L2T2,2025-06-26,2020125390,A
2412042,BME984,L2T2,2025-06-26,2020125390,A1
2412035,ARC125,L2T2,2025-06-26,2020125390,A
2412035,ARC126,L2T2,2025-06-26,2020125390,A1
2412035,ARC127,L2T2,2025-06-26,2020125390,A
2412035,ARC128,L2T2,2025-06-26,2020125390,A1
2412035,ARC129,L2T2,2025-06-26,2020125390,A
2412035,ARC130,L2T2,2025-06-26,2020125390,A1
2412035,ARC131,L2T2,2025-06-26,2020125390,A
2412035,BME984,L2T2,2025-06-26,2020125390,A1
2412045,ARC125,L2T2,2025-06-26,2020125390,A
2412045,ARC126,L2T2,2025-06-26,2020125390,A1
2412045,ARC127,L2T2,2025-06-26,2020125390,A
2412045,ARC128,L2T2,2025-06-26,2020125390,A1
2412045,ARC129,L2T2,2025-06-26,2020125390,A
2412045,ARC130,L2T2,2025-06-26,2020125390,A1
2412045,ARC131,L2T2,2025-06-26,2020125390,A
2412045,BME984,L2T2,2025-06-26,2020125390,A1
2412053,ARC125,L2T2,2025-06-26,2020125390,A
2412053,ARC126,L2T2,2025-06-26,2020125390,A1
2412053,ARC127,L2T2,2025-06-26,2020125390,A
2412053,ARC128,L2T2,2025-06-26,2020125390,A1
2412053,ARC129,L2T2,2025-06-26,2020125390,A
2412053,ARC130,L2T2,2025-06-26,2020125390,A1
2412053,ARC131,L2T2,2025-06-26,2020125390,A
2412053,BME984,L2T2,2025-06-26,2020125390,A1
2412026,ARC125,L2T2,2025-06-26,2020125390,A
2412026,ARC126,L2T2,2025-06-26,2020125390,A1
2412026,ARC127,L2T2,2025-06-26,2020125390,A
2412026,ARC128,L2T2,2025-06-26,2020125390,A1
2412026,ARC129,L2T2,2025-06-26,2020125390,A
2412026,ARC130,L2T2,2025-06-26,2020125390,A1
2412026,ARC131,L2T2,2025-06-26,2020125390,A
2412026,BME984,L2T2,2025-06-26,2020125390,A1
2412057,ARC125,L2T2,2025-06-26,2020125390,A
2412057,ARC126,L2T2,2025-06-26,2020125390,A1
2412057,ARC127,L2T2,2025-06-26,2020125390,A
2412057,ARC128,L2T2,2025-06-26,2020125390,A1
2412057,ARC129,L2T2,2025-06-26,2020125390,A
2412057,ARC130,L2T2,2025-06-26,2020125390,A1
2412057,ARC131,L2T2,2025-06-26,2020125390,A
2412057,BME984,L2T2,2025-06-26,2020125390,A1
2412038,ARC125,L2T2,2025-06-26,2020125390,A
2412038,ARC126,L2T2,2025-06-26,2020125390,A1
2412038,ARC127,L2T2,2025-06-26,2020125390,A
2412038,ARC128,L2T2,2025-06-26,2020125390,A1
2412038,ARC129,L2T2,2025-06-26,2020125390,A
2412038,ARC130,L2T2,2025-06-26,2020125390,A1
2412038,ARC131,L2T2,2025-06-26,2020125390,A
2412038,BME984,L2T2,2025-06-26,2020125390,A1
2412047,ARC125,L2T2,2025-06-26,2020125390,A
2412047,ARC126,L2T2,2025-06-26,2020125390,A1
2412047,ARC127,L2T2,2025-06-26,2020125390,A
2412047,ARC128,L2T2,2025-06-26,2020125390,A1
2412047,ARC129,L2T2,2025-06-26,2020125390,A
2412047,ARC130,L2T2,2025-06-26,2020125390,A1
2412047,ARC131,L2T2,2025-06-26,2020125390,A
2412047,BME984,L2T2,2025-06-26,2020125390,A1
2412029,ARC125,L2T2,2025-06-26,2020125390,A
2412029,ARC126,L2T2,2025-06-26,2020125390,A1
2412029,ARC127,L2T2,2025-06-26,2020125390,A
