student_id,fee_type_id,amount,due_date,status,paid_on
2406051,FT02,2200,2025-07-10,Unpaid,
2510054,FT02,2200,2025-07-10,Unpaid,
2402047,FT02,2200,2025-07-10,Unpaid,
2203040,FT02,2200,2025-07-10,Unpaid,
2411024,FT02,2200,2025-07-10,Unpaid,
2402051,FT02,2200,2025-07-10,Unpaid,
2311035,FT02,2200,2025-07-10,Unpaid,
2310024,FT02,2200,2025-07-10,Unpaid,
2306036,FT02,2200,2025-07-10,Unpaid,
2311058,FT02,2200,2025-07-10,Unpaid,
2202025,FT02,2200,2025-07-10,Unpaid,
2203033,FT02,2200,2025-07-10,Unpaid,
2511039,FT02,2200,2025-07-10,Unpaid,
2402041,FT02,2200,2025-07-10,Unpaid,
2507049,FT02,2200,2025-07-10,Unpaid,
2206037,FT02,2200,2025-07-10,Unpaid,
2402056,FT02,2200,2025-07-10,Unpaid,
2207025,FT02,2200,2025-07-10,Unpaid,
2411045,FT02,2200,2025-07-10,Unpaid,
2508041,FT02,2200,2025-07-10,Unpaid,
2204024,FT02,2200,2025-07-10,Unpaid,
2312057,FT02,2200,2025-07-10,Unpaid,
2412035,FT02,2200,2025-07-10,Unpaid,
2501059,FT02,2200,2025-07-10,Unpaid,
2507040,FT02,2200,2025-07-10,Unpaid,
2311025,FT02,2200,2025-07-10,Unpaid,
2501027,FT02,2200,2025-07-10,Unpaid,
2411026,FT02,2200,2025-07-10,Unpaid,
2406036,FT02,2200,2025-07-10,Unpaid,
2403035,FT02,2200,2025-07-10,Unpaid,
2304037,FT02,2200,2025-07-10,Unpaid,
2412057,FT02,2200,2025-07-10,Unpaid,
2410045,FT02,2200,2025-07-10,Unpaid,
2209023,FT02,2200,2025-07-10,Unpaid,
2508034,FT02,2200,2025-07-10,Unpaid,
2301025,FT02,2200,2025-07-10,Unpaid,
2210028,FT02,2200,2025-07-10,Unpaid,
2503024,FT02,2200,2025-07-10,Unpaid,
2411046,FT02,2200,2025-07-10,Unpaid,
2201035,FT02,2200,2025-07-10,Unpaid,
2206042,FT02,2200,2025-07-10,Unpaid,
2208040,FT02,2200,2025-07-10,Unpaid,
2303022,FT02,2200,2025-07-10,Unpaid,
2203059,FT02,2200,2025-07-10,Unpaid,
2412058,FT02,2200,2025-07-10,Unpaid,
2509037,FT02,2200,2025-07-10,Unpaid,
2503051,FT02,2200,2025-07-10,Unpaid,
2210049,FT02,2200,2025-07-10,Unpaid,
2211047,FT02,2200,2025-07-10,Unpaid,
2304028,FT02,2200,2025-07-10,Unpaid,
2409055,FT02,2200,2025-07-10,Unpaid,
2212032,FT02,2200,2025-07-10,Unpaid,
2311047,FT02,2200,2025-07-10,Unpaid,
2306040,FT02,2200,2025-07-10,Unpaid,
2301060,FT02,2200,2025-07-10,Unpaid,
2403026,FT02,2200,2025-07-10,Unpaid,
2204022,FT02,2200,2025-07-10,Unpaid,
2507028,FT02,2200,2025-07-10,Unpaid,
2505025,FT02,2200,2025-07-10,Unpaid,
2206024,FT02,2200,2025-07-10,Unpaid,
2402039,FT02,2200,2025-07-10,Unpaid,
2502032,FT02,2200,2025-07-10,Unpaid,
2203041,FT02,2200,2025-07-10,Unpaid,
2304036,FT02,2200,2025-07-10,Unpaid,
2307023,FT02,2200,2025-07-10,Unpaid,
2406059,FT02,2200,2025-07-10,Unpaid,
2508054,FT02,2200,2025-07-10,Unpaid,
2211032,FT02,2200,2025-07-10,Unpaid,
2304029,FT02,2200,2025-07-10,Unpaid,
2510055,FT02,2200,2025-07-10,Unpaid,
2506043,FT02,2200,2025-07-10,Unpaid,
2511037,FT02,2200,2025-07-10,Unpaid,
2309036,FT02,2200,2025-07-10,Unpaid,
2405039,FT02,2200,2025-07-10,Unpaid,
2409046,FT02,2200,2025-07-10,Unpaid,
2309044,FT02,2200,2025-07-10,Unpaid,
2212041,FT02,2200,2025-07-10,Unpaid,
2204051,FT02,2200,2025-07-10,Unpaid,
2211030,FT02,2200,2025-07-10,Unpaid,
2306023,FT02,2200,2025-07-10,Unpaid,
2401035,FT02,2200,2025-07-10,Unpaid,
2502047,FT02,2200,2025-07-10,Unpaid,
2311046,FT02,2200,2025-07-10,Unpaid,
2203028,FT02,2200,2025-07-10,Unpaid,
2405051,FT02,2200,2025-07-10,Unpaid,
2504043,FT02,2200,2025-07-10,Unpaid,
2304042,FT02,2200,2025-07-10,Unpaid,
2501060,FT02,2200,2025-07-10,Unpaid,
2508023,FT02,2200,2025-07-10,Unpaid,
2411052,FT02,2200,2025-07-10,Unpaid,
2408035,FT02,2200,2025-07-10,Unpaid,
2505040,FT02,2200,2025-07-10,Unpaid,
2504048,FT02,2200,2025-07-10,Unpaid,
2401043,FT02,2200,2025-07-10,Unpaid,
2507041,FT02,2200,2025-07-10,Unpaid,
2210027,FT02,2200,2025-07-10,Unpaid,
2309050,FT02,2200,2025-07-10,Unpaid,
2308045,FT02,2200,2025-07-10,Unpaid,
2501022,FT02,2200,2025-07-10,Unpaid,
2405055,FT02,2200,2025-07-10,Unpaid,
2512049,FT02,2200,2025-07-10,Unpaid,
2407025,FT02,2200,2025-07-10,Unpaid,
2212060,FT02,2200,2025-07-10,Unpaid,
2405030,FT02,2200,2025-07-10,Unpaid,
2504052,FT02,2200,2025-07-10,Unpaid,
2407033,FT02,2200,2025-07-10,Unpaid,
2302024,FT02,2200,2025-07-10,Unpaid,
2312047,FT02,2200,2025-07-10,Unpaid,
2407034,FT02,2200,2025-07-10,Unpaid,
2201052,FT02,2200,2025-07-10,Unpaid,
2406049,FT02,2200,2025-07-10,Unpaid,
2502028,FT02,2200,2025-07-10,Unpaid,
2209034,FT02,2200,2025-07-10,Unpaid,
2404022,FT02,2200,2025-07-10,Unpaid,
2307041,FT02,2200,2025-07-10,Unpaid,
2207042,FT02,2200,2025-07-10,Unpaid,
2409027,FT02,2200,2025-07-10,Unpaid,
2311039,FT02,2200,2025-07-10,Unpaid,
2409048,FT02,2200,2025-07-10,Unpaid,
2303048,FT02,2200,2025-07-10,Unpaid,
2309043,FT02,2200,2025-07-10,Unpaid,
2503040,FT02,2200,2025-07-10,Unpaid,
2511049,FT02,2200,2025-07-10,Unpaid,
2407052,FT02,2200,2025-07-10,Unpaid,
2201022,FT02,2200,2025-07-10,Unpaid,
2210037,FT02,2200,2025-07-10,Unpaid,
2303028,FT02,2200,2025-07-10,Unpaid,
2505022,FT02,2200,2025-07-10,Unpaid,
2409030,FT02,2200,2025-07-10,Unpaid,
2408049,FT02,2200,2025-07-10,Unpaid,
2508036,FT02,2200,2025-07-10,Unpaid,
2402032,FT02,2200,2025-07-10,Unpaid,
2211040,FT02,2200,2025-07-10,Unpaid,
2506025,FT02,2200,2025-07-10,Unpaid,
2303038,FT02,2200,2025-07-10,Unpaid,
2512024,FT02,2200,2025-07-10,Unpaid,
2207023,FT02,2200,2025-07-10,Unpaid,
2206025,FT02,2200,2025-07-10,Unpaid,
2510060,FT02,2200,2025-07-10,Unpaid,
2203053,FT02,2200,2025-07-10,Unpaid,
2310053,FT02,2200,2025-07-10,Unpaid,
2203052,FT02,2200,2025-07-10,Unpaid,
2411032,FT02,2200,2025-07-10,Unpaid,
2308056,FT02,2200,2025-07-10,Unpaid,
2301022,FT02,2200,2025-07-10,Unpaid,
2402037,FT02,2200,2025-07-10,Unpaid,
2502052,FT02,2200,2025-07-10,Unpaid,
2204025,FT02,2200,2025-07-10,Unpaid,
2309047,FT02,2200,2025-07-10,Unpaid,
2201046,FT02,2200,2025-07-10,Unpaid,
2409051,FT02,2200,2025-07-10,Unpaid,
2312036,FT02,2200,2025-07-10,Unpaid,
2507046,FT02,2200,2025-07-10,Unpaid,
2208053,FT02,2200,2025-07-10,Unpaid,
2412028,FT02,2200,2025-07-10,Unpaid,
2404033,FT02,2200,2025-07-10,Unpaid,
2412023,FT02,2200,2025-07-10,Unpaid,
2411050,FT02,2200,2025-07-10,Unpaid,
2301029,FT02,2200,2025-07-10,Unpaid,
2201024,FT02,2200,2025-07-10,Unpaid,
2212049,FT02,2200,2025-07-10,Unpaid,
2202049,FT02,2200,2025-07-10,Unpaid,
2202042,FT02,2200,2025-07-10,Unpaid,
2512035,FT02,2200,2025-07-10,Unpaid,
2309027,FT02,2200,2025-07-10,Unpaid,
2212053,FT02,2200,2025-07-10,Unpaid,
2508050,FT02,2200,2025-07-10,Unpaid,
2406040,FT02,2200,2025-07-10,Unpaid,
2310056,FT02,2200,2025-07-10,Unpaid,
2404031,FT02,2200,2025-07-10,Unpaid,
2504049,FT02,2200,2025-07-10,Unpaid,
2507044,FT02,2200,2025-07-10,Unpaid,
2306044,FT02,2200,2025-07-10,Unpaid,
2306046,FT02,2200,2025-07-10,Unpaid,
2207029,FT02,2200,2025-07-10,Unpaid,
2411035,FT02,2200,2025-07-10,Unpaid,
2304023,FT02,2200,2025-07-10,Unpaid,
2209057,FT02,2200,2025-07-10,Unpaid,
2407028,FT02,2200,2025-07-10,Unpaid,
2212021,FT02,2200,2025-07-10,Unpaid,
2407031,FT02,2200,2025-07-10,Unpaid,
2308031,FT02,2200,2025-07-10,Unpaid,
2306038,FT02,2200,2025-07-10,Unpaid,
2311043,FT02,2200,2025-07-10,Unpaid,
2201021,FT02,2200,2025-07-10,Unpaid,
2201053,FT02,2200,2025-07-10,Unpaid,
2502031,FT02,2200,2025-07-10,Unpaid,
2401045,FT02,2200,2025-07-10,Unpaid,
2408044,FT02,2200,2025-07-10,Unpaid,
2312051,FT02,2200,2025-07-10,Unpaid,
2509033,FT02,2200,2025-07-10,Unpaid,
2211028,FT02,2200,2025-07-10,Unpaid,
2503030,FT02,2200,2025-07-10,Unpaid,
2306052,FT02,2200,2025-07-10,Unpaid,
2202032,FT02,2200,2025-07-10,Unpaid,
2503044,FT02,2200,2025-07-10,Unpaid,
2302053,FT02,2200,2025-07-10,Unpaid,
2405024,FT02,2200,2025-07-10,Unpaid,
2206027,FT02,2200,2025-07-10,Unpaid,
2404046,FT02,2200,2025-07-10,Unpaid,
2407030,FT02,2200,2025-07-10,Unpaid,
2512028,FT02,2200,2025-07-10,Unpaid,
2401049,FT02,2200,2025-07-10,Unpaid,
2303057,FT02,2200,2025-07-10,Unpaid,
2209030,FT02,2200,2025-07-10,Unpaid,
2401053,FT02,2200,2025-07-10,Unpaid,
2406046,FT02,2200,2025-07-10,Unpaid,
2505044,FT02,2200,2025-07-10,Unpaid,
2405032,FT02,2200,2025-07-10,Unpaid,
2304043,FT02,2200,2025-07-10,Unpaid,
2405035,FT02,2200,2025-07-10,Unpaid,
2506040,FT02,2200,2025-07-10,Unpaid,
2204040,FT02,2200,2025-07-10,Unpaid,
2504024,FT02,2200,2025-07-10,Unpaid,
2505036,FT02,2200,2025-07-10,Unpaid,
2407047,FT02,2200,2025-07-10,Unpaid,
2210048,FT02,2200,2025-07-10,Unpaid,
2308052,FT02,2200,2025-07-10,Unpaid,
2308049,FT02,2200,2025-07-10,Unpaid,
2308037,FT02,2200,2025-07-10,Unpaid,
2311026,FT02,2200,2025-07-10,Unpaid,
2501033,FT02,2200,2025-07-10,Unpaid,
2506023,FT02,2200,2025-07-10,Unpaid,
2409052,FT02,2200,2025-07-10,Unpaid,
2310047,FT02,2200,2025-07-10,Unpaid,
2208056,FT02,2200,2025-07-10,Unpaid,
2502023,FT02,2200,2025-07-10,Unpaid,
2304026,FT02,2200,2025-07-10,Unpaid,
2202021,FT02,2200,2025-07-10,Unpaid,
2211053,FT02,2200,2025-07-10,Unpaid,
2312049,FT02,2200,2025-07-10,Unpaid,
2206040,FT02,2200,2025-07-10,Unpaid,
2411033,FT02,2200,2025-07-10,Unpaid,
2403022,FT02,2200,2025-07-10,Unpaid,
2411031,FT02,2200,2025-07-10,Unpaid,
2508032,FT02,2200,2025-07-10,Unpaid,
2510058,FT02,2200,2025-07-10,Unpaid,
2211034,FT02,2200,2025-07-10,Unpaid,
2508048,FT02,2200,2025-07-10,Unpaid,
2407051,FT02,2200,2025-07-10,Unpaid,
2502041,FT02,2200,2025-07-10,Unpaid,
2210036,FT02,2200,2025-07-10,Unpaid,
2407038,FT02,2200,2025-07-10,Unpaid,
2409060,FT02,2200,2025-07-10,Unpaid,
2303045,FT02,2200,2025-07-10,Unpaid,
2412052,FT02,2200,2025-07-10,Unpaid,
2310035,FT02,2200,2025-07-10,Unpaid,
2504045,FT02,2200,2025-07-10,Unpaid,
2204029,FT02,2200,2025-07-10,Unpaid,
2201043,FT02,2200,2025-07-10,Unpaid,
2412022,FT02,2200,2025-07-10,Unpaid,
2207027,FT02,2200,2025-07-10,Unpaid,
2307025,FT02,2200,2025-07-10,Unpaid,
2201049,FT02,2200,2025-07-10,Unpaid,
2503023,FT02,2200,2025-07-10,Unpaid,
2505035,FT02,2200,2025-07-10,Unpaid,
2307048,FT02,2200,2025-07-10,Unpaid,
2511040,FT02,2200,2025-07-10,Unpaid,
2408041,FT02,2200,2025-07-10,Unpaid,
2505050,FT02,2200,2025-07-10,Unpaid,
2503027,FT02,2200,2025-07-10,Unpaid,
2211050,FT02,2200,2025-07-10,Unpaid,
2210058,FT02,2200,2025-07-10,Unpaid,
2308033,FT02,2200,2025-07-10,Unpaid,
2507048,FT02,2200,2025-07-10,Unpaid,
2503042,FT02,2200,2025-07-10,Unpaid,
2510039,FT02,2200,2025-07-10,Unpaid,
2203035,FT02,2200,2025-07-10,Unpaid,
2406028,FT02,2200,2025-07-10,Unpaid,
2202052,FT02,2200,2025-07-10,Unpaid,
2312052,FT02,2200,2025-07-10,Unpaid,
2201050,FT02,2200,2025-07-10,Unpaid,
2208034,FT02,2200,2025-07-10,Unpaid,
2203038,FT02,2200,2025-07-10,Unpaid,
2301059,FT02,2200,2025-07-10,Unpaid,
2208046,FT02,2200,2025-07-10,Unpaid,
2508057,FT02,2200,2025-07-10,Unpaid,
2411034,FT02,2200,2025-07-10,Unpaid,
2302044,FT02,2200,2025-07-10,Unpaid,
2510053,FT02,2200,2025-07-10,Unpaid,
2301052,FT02,2200,2025-07-10,Unpaid,
2412027,FT02,2200,2025-07-10,Unpaid,
2512055,FT02,2200,2025-07-10,Unpaid,
2306024,FT02,2200,2025-07-10,Unpaid,
2501047,FT02,2200,2025-07-10,Unpaid,
2511032,FT02,2200,2025-07-10,Unpaid,
2406034,FT02,2200,2025-07-10,Unpaid,
2405053,FT02,2200,2025-07-10,Unpaid,
2405026,FT02,2200,2025-07-10,Unpaid,
2405060,FT02,2200,2025-07-10,Unpaid,
2206031,FT02,2200,2025-07-10,Unpaid,
2506049,FT02,2200,2025-07-10,Unpaid,
2209028,FT02,2200,2025-07-10,Unpaid,
2208029,FT02,2200,2025-07-10,Unpaid,
2402046,FT02,2200,2025-07-10,Unpaid,
2403060,FT02,2200,2025-07-10,Unpaid,
2401056,FT02,2200,2025-07-10,Unpaid,
2504036,FT02,2200,2025-07-10,Unpaid,
2501057,FT02,2200,2025-07-10,Unpaid,
2308059,FT02,2200,2025-07-10,Unpaid,
2511056,FT02,2200,2025-07-10,Unpaid,
2311055,FT02,2200,2025-07-10,Unpaid,
2211025,FT02,2200,2025-07-10,Unpaid,
2207021,FT02,2200,2025-07-10,Unpaid,
2407049,FT02,2200,2025-07-10,Unpaid,
2312055,FT02,2200,2025-07-10,Unpaid,
2207022,FT02,2200,2025-07-10,Unpaid,
2508040,FT02,2200,2025-07-10,Unpaid,
2312031,FT02,2200,2025-07-10,Unpaid,
2508031,FT02,2200,2025-07-10,Unpaid,
2211056,FT02,2200,2025-07-10,Unpaid,
2301033,FT02,2200,2025-07-10,Unpaid,
2401030,FT02,2200,2025-07-10,Unpaid,
2212031,FT02,2200,2025-07-10,Unpaid,
2204054,FT02,2200,2025-07-10,Unpaid,
2406038,FT02,2200,2025-07-10,Unpaid,
2307045,FT02,2200,2025-07-10,Unpaid,
2308023,FT02,2200,2025-07-10,Unpaid,
2406039,FT02,2200,2025-07-10,Unpaid,
2406060,FT02,2200,2025-07-10,Unpaid,
2504022,FT02,2200,2025-07-10,Unpaid,
2307026,FT02,2200,2025-07-10,Unpaid,
2310050,FT02,2200,2025-07-10,Unpaid,
2310030,FT02,2200,2025-07-10,Unpaid,
2304024,FT02,2200,2025-07-10,Unpaid,
2303030,FT02,2200,2025-07-10,Unpaid,
2507045,FT02,2200,2025-07-10,Unpaid,
2207024,FT02,2200,2025-07-10,Unpaid,
2203044,FT02,2200,2025-07-10,Unpaid,
2407024,FT02,2200,2025-07-10,Unpaid,
2506029,FT02,2200,2025-07-10,Unpaid,
2204059,FT02,2200,2025-07-10,Unpaid,
2507038,FT02,2200,2025-07-10,Unpaid,
2503048,FT02,2200,2025-07-10,Unpaid,
2312028,FT02,2200,2025-07-10,Unpaid,
2208049,FT02,2200,2025-07-10,Unpaid,
2310059,FT02,2200,2025-07-10,Unpaid,
2207031,FT02,2200,2025-07-10,Unpaid,
2309046,FT02,2200,2025-07-10,Unpaid,
2304055,FT02,2200,2025-07-10,Unpaid,
2202060,FT02,2200,2025-07-10,Unpaid,
2406033,FT02,2200,2025-07-10,Unpaid,
2507021,FT02,2200,2025-07-10,Unpaid,
2510041,FT02,2200,2025-07-10,Unpaid,
2208058,FT02,2200,2025-07-10,Unpaid,
2311053,FT02,2200,2025-07-10,Unpaid,
2507039,FT02,2200,2025-07-10,Unpaid,
2402024,FT02,2200,2025-07-10,Unpaid,
2405027,FT02,2200,2025-07-10,Unpaid,
2501048,FT02,2200,2025-07-10,Unpaid,
2412039,FT02,2200,2025-07-10,Unpaid,
2409035,FT02,2200,2025-07-10,Unpaid,
2412036,FT02,2200,2025-07-10,Unpaid,
2209055,FT02,2200,2025-07-10,Unpaid,
2309024,FT02,2200,2025-07-10,Unpaid,
2207052,FT02,2200,2025-07-10,Unpaid,
2408043,FT02,2200,2025-07-10,Unpaid,
2402036,FT02,2200,2025-07-10,Unpaid,
2409049,FT02,2200,2025-07-10,Unpaid,
2410056,FT02,2200,2025-07-10,Unpaid,
2412054,FT02,2200,2025-07-10,Unpaid,
2308034,FT02,2200,2025-07-10,Unpaid,
2201038,FT02,2200,2025-07-10,Unpaid,
2405029,FT02,2200,2025-07-10,Unpaid,
2502035,FT02,2200,2025-07-10,Unpaid,
2509026,FT02,2200,2025-07-10,Unpaid,
2208026,FT02,2200,2025-07-10,Unpaid,
2508035,FT02,2200,2025-07-10,Unpaid,
2506051,FT02,2200,2025-07-10,Unpaid,
2404037,FT02,2200,2025-07-10,Unpaid,
2210022,FT02,2200,2025-07-10,Unpaid,
2202050,FT02,2200,2025-07-10,Unpaid,
2401047,FT02,2200,2025-07-10,Unpaid,
2503043,FT02,2200,2025-07-10,Unpaid,
2204047,FT02,2200,2025-07-10,Unpaid,
2204060,FT02,2200,2025-07-10,Unpaid,
2212036,FT02,2200,2025-07-10,Unpaid,
2508033,FT02,2200,2025-07-10,Unpaid,
2311027,FT02,2200,2025-07-10,Unpaid,
2402057,FT02,2200,2025-07-10,Unpaid,
2506026,FT02,2200,2025-07-10,Unpaid,
2304040,FT02,2200,2025-07-10,Unpaid,
2406043,FT02,2200,2025-07-10,Unpaid,
2403028,FT02,2200,2025-07-10,Unpaid,
2210041,FT02,2200,2025-07-10,Unpaid,
2210050,FT02,2200,2025-07-10,Unpaid,
2404060,FT02,2200,2025-07-10,Unpaid,
2308022,FT02,2200,2025-07-10,Unpaid,
2412044,FT02,2200,2025-07-10,Unpaid,
2410060,FT02,2200,2025-07-10,Unpaid,
2408025,FT02,2200,2025-07-10,Unpaid,
2301023,FT02,2200,2025-07-10,Unpaid,
2203031,FT02,2200,2025-07-10,Unpaid,
2307043,FT02,2200,2025-07-10,Unpaid,
2308051,FT02,2200,2025-07-10,Unpaid,
2301050,FT02,2200,2025-07-10,Unpaid,
2209045,FT02,2200,2025-07-10,Unpaid,
2501045,FT02,2200,2025-07-10,Unpaid,
2504040,FT02,2200,2025-07-10,Unpaid,
2308036,FT02,2200,2025-07-10,Unpaid,
2408050,FT02,2200,2025-07-10,Unpaid,
2501034,FT02,2200,2025-07-10,Unpaid,
2412059,FT02,2200,2025-07-10,Unpaid,
2403044,FT02,2200,2025-07-10,Unpaid,
2405050,FT02,2200,2025-07-10,Unpaid,
2306056,FT02,2200,2025-07-10,Unpaid,
2403024,FT02,2200,2025-07-10,Unpaid,
2512027,FT02,2200,2025-07-10,Unpaid,
2203050,FT02,2200,2025-07-10,Unpaid,
2410038,FT02,2200,2025-07-10,Unpaid,
2310038,FT02,2200,2025-07-10,Unpaid,
2503058,FT02,2200,2025-07-10,Unpaid,
2310039,FT02,2200,2025-07-10,Unpaid,
2507023,FT02,2200,2025-07-10,Unpaid,
2310055,FT02,2200,2025-07-10,Unpaid,
2407046,FT02,2200,2025-07-10,Unpaid,
2201037,FT02,2200,2025-07-10,Unpaid,
2206028,FT02,2200,2025-07-10,Unpaid,
2511031,FT02,2200,2025-07-10,Unpaid,
2203029,FT02,2200,2025-07-10,Unpaid,
2501026,FT02,2200,2025-07-10,Unpaid,
2507056,FT02,2200,2025-07-10,Unpaid,
2204034,FT02,2200,2025-07-10,Unpaid,
2201039,FT02,2200,2025-07-10,Unpaid,
2310054,FT02,2200,2025-07-10,Unpaid,
2411027,FT02,2200,2025-07-10,Unpaid,
2507025,FT02,2200,2025-07-10,Unpaid,
2501058,FT02,2200,2025-07-10,Unpaid,
2302048,FT02,2200,2025-07-10,Unpaid,
2508058,FT02,2200,2025-07-10,Unpaid,
2504034,FT02,2200,2025-07-10,Unpaid,
2404032,FT02,2200,2025-07-10,Unpaid,
2402052,FT02,2200,2025-07-10,Unpaid,
2501046,FT02,2200,2025-07-10,Unpaid,
2503031,FT02,2200,2025-07-10,Unpaid,
2402027,FT02,2200,2025-07-10,Unpaid,
2212028,FT02,2200,2025-07-10,Unpaid,
2207055,FT02,2200,2025-07-10,Unpaid,
2204030,FT02,2200,2025-07-10,Unpaid,
2304033,FT02,2200,2025-07-10,Unpaid,
2505043,FT02,2200,2025-07-10,Unpaid,
2308055,FT02,2200,2025-07-10,Unpaid,
2401028,FT02,2200,2025-07-10,Unpaid,
2301046,FT02,2200,2025-07-10,Unpaid,
2307028,FT02,2200,2025-07-10,Unpaid,
2403059,FT02,2200,2025-07-10,Unpaid,
2306051,FT02,2200,2025-07-10,Unpaid,
2412024,FT02,2200,2025-07-10,Unpaid,
2209036,FT02,2200,2025-07-10,Unpaid,
2406057,FT02,2200,2025-07-10,Unpaid,
2412040,FT02,2200,2025-07-10,Unpaid,
2405028,FT02,2200,2025-07-10,Unpaid,
2301051,FT02,2200,2025-07-10,Unpaid,
2307057,FT02,2200,2025-07-10,Unpaid,
2311041,FT02,2200,2025-07-10,Unpaid,
2511030,FT02,2200,2025-07-10,Unpaid,
2501035,FT02,2200,2025-07-10,Unpaid,
