-- Auto-generated cross-department course offering --

INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE783', 'Introduction to Programming', 4, 'L1T1', 1, 8, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('NCE960', 'Chemistry Lab', 1.5, 'L1T1', 4, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('NCE941', 'Environmental Chemistry', 3, 'L1T2', 4, 12, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('NCE789', 'Waste Management', 3, 'L2T1', 4, 11, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('NCE945', 'Air Pollution Control', 3, 'L2T2', 4, 3, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('NCE599', 'Water Treatment', 3, 'L3T1', 4, 6, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('NCE520', 'Waste Lab', 1.5, 'L3T2', 4, 5, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('NCE900', 'Treatment Lab', 1.5, 'L4T1', 4, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('NCE780', 'Air Lab', 1.5, 'L4T2', 4, 6, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CHE858', 'Process Lab', 1.5, 'L1T1', 7, 9, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CHE783', 'Reactor Design', 3, 'L1T2', 7, 10, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CHE587', 'Chemical Process', 3, 'L2T1', 7, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CHE507', 'Transport Phenomena', 3, 'L2T2', 7, 11, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CHE782', 'Thermo Lab', 1.5, 'L3T1', 7, 4, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CHE534', 'Reactor Lab', 1.5, 'L3T2', 7, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CHE714', 'Transport Lab', 1.5, 'L4T1', 7, 9, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CHE915', 'Thermodynamics', 3, 'L4T2', 7, 3, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CHM585', 'Physical Chemistry', 3, 'L1T1', 8, 6, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CHM991', 'Organic Chemistry', 3, 'L1T2', 8, 5, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CHM946', 'Inorganic Lab', 1.5, 'L2T1', 8, 6, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CHM845', 'Analytical Chemistry', 3, 'L2T2', 8, 11, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CHM850', 'Analytical Lab', 1.5, 'L3T1', 8, 4, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CHM965', 'Inorganic Chemistry', 3, 'L3T2', 8, 10, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CHM826', 'Physical Lab', 1.5, 'L4T1', 8, 11, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CHM564', 'Organic Lab', 1.5, 'L4T2', 8, 10, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MME827', 'Mechanical Behavior', 3, 'L1T1', 9, 3, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MME971', 'Physical Metallurgy', 3, 'L1T2', 9, 11, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MME859', 'Materials Science', 3, 'L2T1', 9, 12, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MME658', 'Metallurgy Lab', 1.5, 'L2T2', 9, 3, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MME586', 'Welding Lab', 1.5, 'L3T1', 9, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MME908', 'Materials Lab', 1.5, 'L3T2', 9, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MME842', 'Behavior Lab', 1.5, 'L4T1', 9, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MME901', 'Welding Technology', 3, 'L4T2', 9, 8, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('ME944', 'Thermo Lab', 1.5, 'L1T1', 11, 12, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('ME837', 'Thermodynamics', 3, 'L1T2', 11, 9, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('ME987', 'Machine Design', 3, 'L2T1', 11, 3, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('ME882', 'Heat Lab', 1.5, 'L2T2', 11, 5, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('ME686', 'Fluids Lab', 1.5, 'L3T1', 11, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('ME879', 'Heat Transfer', 3, 'L3T2', 11, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('ME546', 'Design Lab', 1.5, 'L4T1', 11, 3, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('ME507', 'Fluid Mechanics', 3, 'L4T2', 11, 10, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('ARC977', 'Design Studio', 1.5, 'L1T1', 12, 11, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('ARC600', 'Planning Lab', 1.5, 'L1T2', 12, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('ARC961', 'Architectural Design', 3, 'L2T1', 12, 11, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('ARC637', 'History of Architecture', 3, 'L2T2', 12, 6, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('ARC750', 'Materials Lab', 1.5, 'L3T1', 12, 8, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('ARC553', 'Urban Planning', 3, 'L3T2', 12, 6, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('ARC705', 'Building Materials', 3, 'L4T1', 12, 4, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('ARC724', 'History Lab', 1.5, 'L4T2', 12, 5, NULL, TRUE);
