-- Auto-generated courses insert statements --

INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE101', 'Introduction to Programming', 4, 'L1T1', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE113', 'Data Structures', 4, 'L1T2', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE114', 'Data Structures Lab', 1.5, 'L1T2', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE115', 'Algorithms', 4, 'L1T2', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE116', 'Algorithms Lab', 1.5, 'L1T2', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE117', 'Introduction to Programming', 4, 'L2T1', 1, 1, 'CSE1117', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE118', 'Programming Lab', 1.5, 'L2T1', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE119', 'Discrete Mathematics', 3, 'L2T1', 1, 1, 'CSE1119', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE110', 'Discrete Math Lab', 1.5, 'L2T1', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE121', 'Data Structures', 4, 'L2T1', 1, 1, 'CSE1121', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE122', 'Data Structures Lab', 1.5, 'L2T1', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE123', 'Algorithms', 4, 'L2T1', 1, 1, 'CSE1123', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE124', 'Algorithms Lab', 1.5, 'L2T1', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE125', 'Introduction to Programming', 4, 'L2T2', 1, 1, 'CSE1225', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE126', 'Programming Lab', 1.5, 'L2T2', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE127', 'Discrete Mathematics', 3, 'L2T2', 1, 1, 'CSE1227', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE128', 'Discrete Math Lab', 1.5, 'L2T2', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE129', 'Data Structures', 4, 'L2T2', 1, 1, 'CSE1229', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE120', 'Data Structures Lab', 1.5, 'L2T2', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE131', 'Algorithms', 4, 'L2T2', 1, 1, 'CSE1231', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE132', 'Algorithms Lab', 1.5, 'L2T2', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE133', 'Introduction to Programming', 4, 'L3T1', 1, 1, 'CSE2133', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE134', 'Programming Lab', 1.5, 'L3T1', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE135', 'Discrete Mathematics', 3, 'L3T1', 1, 1, 'CSE2135', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE136', 'Discrete Math Lab', 1.5, 'L3T1', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE137', 'Data Structures', 4, 'L3T1', 1, 1, 'CSE2137', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE138', 'Data Structures Lab', 1.5, 'L3T1', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE139', 'Algorithms', 4, 'L3T1', 1, 1, 'CSE2139', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE130', 'Algorithms Lab', 1.5, 'L3T1', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE141', 'Introduction to Programming', 4, 'L3T2', 1, 1, 'CSE2241', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE142', 'Programming Lab', 1.5, 'L3T2', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE143', 'Discrete Mathematics', 3, 'L3T2', 1, 1, 'CSE2243', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE144', 'Discrete Math Lab', 1.5, 'L3T2', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE145', 'Data Structures', 4, 'L3T2', 1, 1, 'CSE2245', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE146', 'Data Structures Lab', 1.5, 'L3T2', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE147', 'Algorithms', 4, 'L3T2', 1, 1, 'CSE2247', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE148', 'Algorithms Lab', 1.5, 'L3T2', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE149', 'Introduction to Programming', 4, 'L4T1', 1, 1, 'CSE3149', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE140', 'Programming Lab', 1.5, 'L4T1', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE151', 'Discrete Mathematics', 3, 'L4T1', 1, 1, 'CSE3151', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE152', 'Discrete Math Lab', 1.5, 'L4T1', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE153', 'Data Structures', 4, 'L4T1', 1, 1, 'CSE3153', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE154', 'Data Structures Lab', 1.5, 'L4T1', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE155', 'Algorithms', 4, 'L4T1', 1, 1, 'CSE3155', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE156', 'Algorithms Lab', 1.5, 'L4T1', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE157', 'Introduction to Programming', 4, 'L4T2', 1, 1, 'CSE3257', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE158', 'Programming Lab', 1.5, 'L4T2', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE159', 'Discrete Mathematics', 3, 'L4T2', 1, 1, 'CSE3259', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE150', 'Discrete Math Lab', 1.5, 'L4T2', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE161', 'Data Structures', 4, 'L4T2', 1, 1, 'CSE3261', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE162', 'Data Structures Lab', 1.5, 'L4T2', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE163', 'Algorithms', 4, 'L4T2', 1, 1, 'CSE3263', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('CSE164', 'Algorithms Lab', 1.5, 'L4T2', 1, 1, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE101', 'Basic Circuits', 3, 'L1T1', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE102', 'Circuits Lab', 1.5, 'L1T1', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE103', 'Signals and Systems', 3, 'L1T1', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE104', 'Signals Lab', 1.5, 'L1T1', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE105', 'Electronics I', 3, 'L1T1', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE106', 'Electronics Lab', 1.5, 'L1T1', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE107', 'Power Systems', 3, 'L1T1', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE108', 'Power Lab', 1.5, 'L1T1', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE109', 'Basic Circuits', 3, 'L1T2', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE100', 'Circuits Lab', 1.5, 'L1T2', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE111', 'Signals and Systems', 3, 'L1T2', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE112', 'Signals Lab', 1.5, 'L1T2', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE113', 'Electronics I', 3, 'L1T2', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE114', 'Electronics Lab', 1.5, 'L1T2', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE115', 'Power Systems', 3, 'L1T2', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE116', 'Power Lab', 1.5, 'L1T2', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE117', 'Basic Circuits', 3, 'L2T1', 2, 2, 'EEE1117', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE118', 'Circuits Lab', 1.5, 'L2T1', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE119', 'Signals and Systems', 3, 'L2T1', 2, 2, 'EEE1119', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE110', 'Signals Lab', 1.5, 'L2T1', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE121', 'Electronics I', 3, 'L2T1', 2, 2, 'EEE1121', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE122', 'Electronics Lab', 1.5, 'L2T1', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE123', 'Power Systems', 3, 'L2T1', 2, 2, 'EEE1123', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE124', 'Power Lab', 1.5, 'L2T1', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE125', 'Basic Circuits', 3, 'L2T2', 2, 2, 'EEE1225', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE126', 'Circuits Lab', 1.5, 'L2T2', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE127', 'Signals and Systems', 3, 'L2T2', 2, 2, 'EEE1227', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE128', 'Signals Lab', 1.5, 'L2T2', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE129', 'Electronics I', 3, 'L2T2', 2, 2, 'EEE1229', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE120', 'Electronics Lab', 1.5, 'L2T2', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE131', 'Power Systems', 3, 'L2T2', 2, 2, 'EEE1231', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE132', 'Power Lab', 1.5, 'L2T2', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE133', 'Basic Circuits', 3, 'L3T1', 2, 2, 'EEE2133', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE134', 'Circuits Lab', 1.5, 'L3T1', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE135', 'Signals and Systems', 3, 'L3T1', 2, 2, 'EEE2135', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE136', 'Signals Lab', 1.5, 'L3T1', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE137', 'Electronics I', 3, 'L3T1', 2, 2, 'EEE2137', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE138', 'Electronics Lab', 1.5, 'L3T1', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE139', 'Power Systems', 3, 'L3T1', 2, 2, 'EEE2139', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE130', 'Power Lab', 1.5, 'L3T1', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE141', 'Basic Circuits', 3, 'L3T2', 2, 2, 'EEE2241', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE142', 'Circuits Lab', 1.5, 'L3T2', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE143', 'Signals and Systems', 3, 'L3T2', 2, 2, 'EEE2243', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE144', 'Signals Lab', 1.5, 'L3T2', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE145', 'Electronics I', 3, 'L3T2', 2, 2, 'EEE2245', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE146', 'Electronics Lab', 1.5, 'L3T2', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE147', 'Power Systems', 3, 'L3T2', 2, 2, 'EEE2247', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE148', 'Power Lab', 1.5, 'L3T2', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE149', 'Basic Circuits', 3, 'L4T1', 2, 2, 'EEE3149', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE140', 'Circuits Lab', 1.5, 'L4T1', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE151', 'Signals and Systems', 3, 'L4T1', 2, 2, 'EEE3151', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE152', 'Signals Lab', 1.5, 'L4T1', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE153', 'Electronics I', 3, 'L4T1', 2, 2, 'EEE3153', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE154', 'Electronics Lab', 1.5, 'L4T1', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE155', 'Power Systems', 3, 'L4T1', 2, 2, 'EEE3155', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE156', 'Power Lab', 1.5, 'L4T1', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE157', 'Basic Circuits', 3, 'L4T2', 2, 2, 'EEE3257', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE158', 'Circuits Lab', 1.5, 'L4T2', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE159', 'Signals and Systems', 3, 'L4T2', 2, 2, 'EEE3259', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE150', 'Signals Lab', 1.5, 'L4T2', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE161', 'Electronics I', 3, 'L4T2', 2, 2, 'EEE3261', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE162', 'Electronics Lab', 1.5, 'L4T2', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE163', 'Power Systems', 3, 'L4T2', 2, 2, 'EEE3263', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('EEE164', 'Power Lab', 1.5, 'L4T2', 2, 2, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MATH101', 'Calculus I', 4, 'L1T1', 5, 5, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MATH102', 'Calculus Lab', 1.5, 'L1T1', 5, 5, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MATH103', 'Linear Algebra', 3, 'L1T1', 5, 5, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MATH104', 'Linear Algebra Lab', 1.5, 'L1T1', 5, 5, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MATH105', 'Probability Theory', 4, 'L1T1', 5, 5, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MATH106', 'Probability Lab', 1.5, 'L1T1', 5, 5, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MATH107', 'Statistics', 3, 'L1T1', 5, 5, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MATH108', 'Statistics Lab', 1.5, 'L1T1', 5, 5, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MATH109', 'Calculus I', 4, 'L1T2', 5, 5, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MATH100', 'Calculus Lab', 1.5, 'L1T2', 5, 5, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MATH111', 'Linear Algebra', 3, 'L1T2', 5, 5, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MATH112', 'Linear Algebra Lab', 1.5, 'L1T2', 5, 5, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MATH113', 'Probability Theory', 4, 'L1T2', 5, 5, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MATH114', 'Probability Lab', 1.5, 'L1T2', 5, 5, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MATH115', 'Statistics', 3, 'L1T2', 5, 5, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MATH116', 'Statistics Lab', 1.5, 'L1T2', 5, 5, NULL, TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MATH117', 'Calculus I', 4, 'L2T1', 5, 5, 'MATH1117', TRUE);
INSERT INTO Course (course_id, title, credit_hours, semester, offered_by, department_id, pre_requisite, still_offered) VALUES ('MATH118', 'Calculus Lab', 1.5, 'L2T1', 5, 5, NULL, TRUE);
