student_id,course_id,semester,enrolled_on,approved_by,section_type
2512105,ARC102,L1T1,2025-06-25,2008099274,A1
2512105,ARC103,L1T1,2025-06-25,2008099274,A
2512105,ARC104,L1T1,2025-06-25,2008099274,A1
2512105,ARC105,L1T1,2025-06-25,2008099274,A
2512105,ARC106,L1T1,2025-06-25,2008099274,A1
2512105,ARC107,L1T1,2025-06-25,2008099274,A
2512105,EEE792,L1T1,2025-06-25,2008099274,A1
2512106,ARC101,L1T1,2025-06-25,2007045295,A
2512106,ARC102,L1T1,2025-06-25,2007045295,A1
2512106,ARC103,L1T1,2025-06-25,2007045295,A
2512106,ARC104,L1T1,2025-06-25,2007045295,A1
2512106,ARC105,L1T1,2025-06-25,2007045295,A
2512106,ARC106,L1T1,2025-06-25,2007045295,A1
2512106,ARC107,L1T1,2025-06-25,2007045295,A
2512106,EEE792,L1T1,2025-06-25,2007045295,A1
2512110,ARC101,L1T1,2025-06-25,2012022259,A
2512110,ARC102,L1T1,2025-06-25,2012022259,A1
2512110,ARC103,L1T1,2025-06-25,2012022259,A
2512110,ARC104,L1T1,2025-06-25,2012022259,A1
2512110,ARC105,L1T1,2025-06-25,2012022259,A
2512110,ARC106,L1T1,2025-06-25,2012022259,A1
2512110,ARC107,L1T1,2025-06-25,2012022259,A
2512110,EEE792,L1T1,2025-06-25,2012022259,A1
2512124,ARC101,L1T1,2025-06-25,2005103480,A
2512124,ARC102,L1T1,2025-06-25,2005103480,A1
2512124,ARC103,L1T1,2025-06-25,2005103480,A
2512124,ARC104,L1T1,2025-06-25,2005103480,A1
2512124,ARC105,L1T1,2025-06-25,2005103480,A
2512124,ARC106,L1T1,2025-06-25,2005103480,A1
2512124,ARC107,L1T1,2025-06-25,2005103480,A
2512124,EEE792,L1T1,2025-06-25,2005103480,A1
2512143,ARC101,L1T1,2025-06-25,2013114162,A
2512143,ARC102,L1T1,2025-06-25,2013114162,A1
2512143,ARC103,L1T1,2025-06-25,2013114162,A
2512143,ARC104,L1T1,2025-06-25,2013114162,A1
2512143,ARC105,L1T1,2025-06-25,2013114162,A
2512143,ARC106,L1T1,2025-06-25,2013114162,A1
2512143,ARC107,L1T1,2025-06-25,2013114162,A
2512143,EEE792,L1T1,2025-06-25,2013114162,A1
2512145,ARC101,L1T1,2025-06-25,2007045295,A
2512145,ARC102,L1T1,2025-06-25,2007045295,A1
2512145,ARC103,L1T1,2025-06-25,2007045295,A
2512145,ARC104,L1T1,2025-06-25,2007045295,A1
2512145,ARC105,L1T1,2025-06-25,2007045295,A
2512145,ARC106,L1T1,2025-06-25,2007045295,A1
2512145,ARC107,L1T1,2025-06-25,2007045295,A
2512145,EEE792,L1T1,2025-06-25,2007045295,A1
2512153,ARC101,L1T1,2025-06-25,2013114162,A
2512153,ARC102,L1T1,2025-06-25,2013114162,A1
2512153,ARC103,L1T1,2025-06-25,2013114162,A
2512153,ARC104,L1T1,2025-06-25,2013114162,A1
2512153,ARC105,L1T1,2025-06-25,2013114162,A
2512153,ARC106,L1T1,2025-06-25,2013114162,A1
2512153,ARC107,L1T1,2025-06-25,2013114162,A
2512153,EEE792,L1T1,2025-06-25,2013114162,A1
2512160,ARC101,L1T1,2025-06-25,2007045295,A
2512160,ARC102,L1T1,2025-06-25,2007045295,A1
2512160,ARC103,L1T1,2025-06-25,2007045295,A
2512160,ARC104,L1T1,2025-06-25,2007045295,A1
2512160,ARC105,L1T1,2025-06-25,2007045295,A
2512160,ARC106,L1T1,2025-06-25,2007045295,A1
2512160,ARC107,L1T1,2025-06-25,2007045295,A
2512160,EEE792,L1T1,2025-06-25,2007045295,A1
2512179,ARC101,L1T1,2025-06-25,2004045308,A
2512179,ARC102,L1T1,2025-06-25,2004045308,A1
2512179,ARC103,L1T1,2025-06-25,2004045308,A
2512179,ARC104,L1T1,2025-06-25,2004045308,A1
2512179,ARC105,L1T1,2025-06-25,2004045308,A
2512179,ARC106,L1T1,2025-06-25,2004045308,A1
2512179,ARC107,L1T1,2025-06-25,2004045308,A
2512179,EEE792,L1T1,2025-06-25,2004045308,A1
2512001,ARC109,L1T2,2025-06-25,2023039486,A
2512001,ARC110,L1T2,2025-06-25,2023039486,A1
2512001,ARC111,L1T2,2025-06-25,2023039486,A
2512001,ARC112,L1T2,2025-06-25,2023039486,A1
2512001,ARC113,L1T2,2025-06-25,2023039486,A
2512001,ARC114,L1T2,2025-06-25,2023039486,A1
2512001,ARC115,L1T2,2025-06-25,2023039486,A
2512001,BME810,L1T2,2025-06-25,2023039486,A1
2512007,ARC109,L1T2,2025-06-25,2021031314,A
2512007,ARC110,L1T2,2025-06-25,2021031314,A1
2512007,ARC111,L1T2,2025-06-25,2021031314,A
2512007,ARC112,L1T2,2025-06-25,2021031314,A1
2512007,ARC113,L1T2,2025-06-25,2021031314,A
2512007,ARC114,L1T2,2025-06-25,2021031314,A1
2512007,ARC115,L1T2,2025-06-25,2021031314,A
2512007,BME810,L1T2,2025-06-25,2021031314,A1
2512012,ARC109,L1T2,2025-06-25,2025017087,A
2512012,ARC110,L1T2,2025-06-25,2025017087,A1
2512012,ARC111,L1T2,2025-06-25,2025017087,A
2512012,ARC112,L1T2,2025-06-25,2025017087,A1
2512012,ARC113,L1T2,2025-06-25,2025017087,A
2512012,ARC114,L1T2,2025-06-25,2025017087,A1
2512012,ARC115,L1T2,2025-06-25,2025017087,A
2512012,BME810,L1T2,2025-06-25,2025017087,A1
2512016,ARC109,L1T2,2025-06-25,2024068666,A
2512016,ARC110,L1T2,2025-06-25,2024068666,A1
2512016,ARC111,L1T2,2025-06-25,2024068666,A
2512016,ARC112,L1T2,2025-06-25,2024068666,A1
2512016,ARC113,L1T2,2025-06-25,2024068666,A
2512016,ARC114,L1T2,2025-06-25,2024068666,A1
2512016,ARC115,L1T2,2025-06-25,2024068666,A
2512016,BME810,L1T2,2025-06-25,2024068666,A1
2512020,ARC109,L1T2,2025-06-25,2001026453,A
2512020,ARC110,L1T2,2025-06-25,2001026453,A1
2512020,ARC111,L1T2,2025-06-25,2001026453,A
2512020,ARC112,L1T2,2025-06-25,2001026453,A1
2512020,ARC113,L1T2,2025-06-25,2001026453,A
2512020,ARC114,L1T2,2025-06-25,2001026453,A1
2512020,ARC115,L1T2,2025-06-25,2001026453,A
2512020,BME810,L1T2,2025-06-25,2001026453,A1
2512021,ARC109,L1T2,2025-06-25,2016013794,A
2512021,ARC110,L1T2,2025-06-25,2016013794,A1
2512021,ARC111,L1T2,2025-06-25,2016013794,A
2512021,ARC112,L1T2,2025-06-25,2016013794,A1
2512021,ARC113,L1T2,2025-06-25,2016013794,A
2512021,ARC114,L1T2,2025-06-25,2016013794,A1
2512021,ARC115,L1T2,2025-06-25,2016013794,A
2512021,BME810,L1T2,2025-06-25,2016013794,A1
2512053,ARC109,L1T2,2025-06-25,2014034693,A
2512053,ARC110,L1T2,2025-06-25,2014034693,A1
2512053,ARC111,L1T2,2025-06-25,2014034693,A
2512053,ARC112,L1T2,2025-06-25,2014034693,A1
2512053,ARC113,L1T2,2025-06-25,2014034693,A
2512053,ARC114,L1T2,2025-06-25,2014034693,A1
2512053,ARC115,L1T2,2025-06-25,2014034693,A
2512053,BME810,L1T2,2025-06-25,2014034693,A1
2512063,ARC109,L1T2,2025-06-25,2009076054,A
2512063,ARC110,L1T2,2025-06-25,2009076054,A1
2512063,ARC111,L1T2,2025-06-25,2009076054,A
2512063,ARC112,L1T2,2025-06-25,2009076054,A1
2512063,ARC113,L1T2,2025-06-25,2009076054,A
2512063,ARC114,L1T2,2025-06-25,2009076054,A1
2512063,ARC115,L1T2,2025-06-25,2009076054,A
2512063,BME810,L1T2,2025-06-25,2009076054,A1
2512069,ARC109,L1T2,2025-06-25,2004045308,A
2512069,ARC110,L1T2,2025-06-25,2004045308,A1
2512069,ARC111,L1T2,2025-06-25,2004045308,A
2512069,ARC112,L1T2,2025-06-25,2004045308,A1
2512069,ARC113,L1T2,2025-06-25,2004045308,A
2512069,ARC114,L1T2,2025-06-25,2004045308,A1
2512069,ARC115,L1T2,2025-06-25,2004045308,A
2512069,BME810,L1T2,2025-06-25,2004045308,A1
2512079,ARC109,L1T2,2025-06-25,2018063672,A
2512079,ARC110,L1T2,2025-06-25,2018063672,A1
2512079,ARC111,L1T2,2025-06-25,2018063672,A
2512079,ARC112,L1T2,2025-06-25,2018063672,A1
2512079,ARC113,L1T2,2025-06-25,2018063672,A
2512079,ARC114,L1T2,2025-06-25,2018063672,A1
2512079,ARC115,L1T2,2025-06-25,2018063672,A
2512079,BME810,L1T2,2025-06-25,2018063672,A1
2512094,ARC109,L1T2,2025-06-25,2007021629,A
2512094,ARC110,L1T2,2025-06-25,2007021629,A1
2512094,ARC111,L1T2,2025-06-25,2007021629,A
2512094,ARC112,L1T2,2025-06-25,2007021629,A1
2512094,ARC113,L1T2,2025-06-25,2007021629,A
2512094,ARC114,L1T2,2025-06-25,2007021629,A1
2512094,ARC115,L1T2,2025-06-25,2007021629,A
2512094,BME810,L1T2,2025-06-25,2007021629,A1
2512097,ARC109,L1T2,2025-06-25,2023039486,A
2512097,ARC110,L1T2,2025-06-25,2023039486,A1
2512097,ARC111,L1T2,2025-06-25,2023039486,A
2512097,ARC112,L1T2,2025-06-25,2023039486,A1
2512097,ARC113,L1T2,2025-06-25,2023039486,A
2512097,ARC114,L1T2,2025-06-25,2023039486,A1
2512097,ARC115,L1T2,2025-06-25,2023039486,A
2512097,BME810,L1T2,2025-06-25,2023039486,A1
2512099,ARC109,L1T2,2025-06-25,2013034870,A
2512099,ARC110,L1T2,2025-06-25,2013034870,A1
2512099,ARC111,L1T2,2025-06-25,2013034870,A
2512099,ARC112,L1T2,2025-06-25,2013034870,A1
2512099,ARC113,L1T2,2025-06-25,2013034870,A
2512099,ARC114,L1T2,2025-06-25,2013034870,A1
2512099,ARC115,L1T2,2025-06-25,2013034870,A
2512099,BME810,L1T2,2025-06-25,2013034870,A1
2512101,ARC109,L1T2,2025-06-25,2014027793,A
2512101,ARC110,L1T2,2025-06-25,2014027793,A1
2512101,ARC111,L1T2,2025-06-25,2014027793,A
2512101,ARC112,L1T2,2025-06-25,2014027793,A1
2512101,ARC113,L1T2,2025-06-25,2014027793,A
2512101,ARC114,L1T2,2025-06-25,2014027793,A1
2512101,ARC115,L1T2,2025-06-25,2014027793,A
2512101,BME810,L1T2,2025-06-25,2014027793,A1
2512118,ARC109,L1T2,2025-06-25,2012094017,A
2512118,ARC110,L1T2,2025-06-25,2012094017,A1
2512118,ARC111,L1T2,2025-06-25,2012094017,A
2512118,ARC112,L1T2,2025-06-25,2012094017,A1
2512118,ARC113,L1T2,2025-06-25,2012094017,A
2512118,ARC114,L1T2,2025-06-25,2012094017,A1
2512118,ARC115,L1T2,2025-06-25,2012094017,A
2512118,BME810,L1T2,2025-06-25,2012094017,A1
2512130,ARC109,L1T2,2025-06-25,2012105279,A
2512130,ARC110,L1T2,2025-06-25,2012105279,A1
2512130,ARC111,L1T2,2025-06-25,2012105279,A
2512130,ARC112,L1T2,2025-06-25,2012105279,A1
2512130,ARC113,L1T2,2025-06-25,2012105279,A
2512130,ARC114,L1T2,2025-06-25,2012105279,A1
2512130,ARC115,L1T2,2025-06-25,2012105279,A
2512130,BME810,L1T2,2025-06-25,2012105279,A1
2512138,ARC109,L1T2,2025-06-25,2004045308,A
2512138,ARC110,L1T2,2025-06-25,2004045308,A1
2512138,ARC111,L1T2,2025-06-25,2004045308,A
2512138,ARC112,L1T2,2025-06-25,2004045308,A1
2512138,ARC113,L1T2,2025-06-25,2004045308,A
2512138,ARC114,L1T2,2025-06-25,2004045308,A1
2512138,ARC115,L1T2,2025-06-25,2004045308,A
2512138,BME810,L1T2,2025-06-25,2004045308,A1
2512139,ARC109,L1T2,2025-06-25,2021031314,A
2512139,ARC110,L1T2,2025-06-25,2021031314,A1
2512139,ARC111,L1T2,2025-06-25,2021031314,A
2512139,ARC112,L1T2,2025-06-25,2021031314,A1
2512139,ARC113,L1T2,2025-06-25,2021031314,A
2512139,ARC114,L1T2,2025-06-25,2021031314,A1
2512139,ARC115,L1T2,2025-06-25,2021031314,A
2512139,BME810,L1T2,2025-06-25,2021031314,A1
2512149,ARC109,L1T2,2025-06-25,2013124804,A
2512149,ARC110,L1T2,2025-06-25,2013124804,A1
2512149,ARC111,L1T2,2025-06-25,2013124804,A
2512149,ARC112,L1T2,2025-06-25,2013124804,A1
2512149,ARC113,L1T2,2025-06-25,2013124804,A
2512149,ARC114,L1T2,2025-06-25,2013124804,A1
2512149,ARC115,L1T2,2025-06-25,2013124804,A
2512149,BME810,L1T2,2025-06-25,2013124804,A1
2512155,ARC109,L1T2,2025-06-25,2012094017,A
2512155,ARC110,L1T2,2025-06-25,2012094017,A1
2512155,ARC111,L1T2,2025-06-25,2012094017,A
2512155,ARC112,L1T2,2025-06-25,2012094017,A1
2512155,ARC113,L1T2,2025-06-25,2012094017,A
2512155,ARC114,L1T2,2025-06-25,2012094017,A1
2512155,ARC115,L1T2,2025-06-25,2012094017,A
2512155,BME810,L1T2,2025-06-25,2012094017,A1
2512174,ARC109,L1T2,2025-06-25,2012094017,A
2512174,ARC110,L1T2,2025-06-25,2012094017,A1
2512174,ARC111,L1T2,2025-06-25,2012094017,A
2512174,ARC112,L1T2,2025-06-25,2012094017,A1
2512174,ARC113,L1T2,2025-06-25,2012094017,A
2512174,ARC114,L1T2,2025-06-25,2012094017,A1
2512174,ARC115,L1T2,2025-06-25,2012094017,A
2512174,BME810,L1T2,2025-06-25,2012094017,A1
2512177,ARC109,L1T2,2025-06-25,2007045295,A
2512177,ARC110,L1T2,2025-06-25,2007045295,A1
2512177,ARC111,L1T2,2025-06-25,2007045295,A
2512177,ARC112,L1T2,2025-06-25,2007045295,A1
2512177,ARC113,L1T2,2025-06-25,2007045295,A
2512177,ARC114,L1T2,2025-06-25,2007045295,A1
2512177,ARC115,L1T2,2025-06-25,2007045295,A
2512177,BME810,L1T2,2025-06-25,2007045295,A1
2512017,ARC117,L2T1,2025-06-25,2012045384,A
2512017,ARC118,L2T1,2025-06-25,2012045384,A1
2512017,ARC119,L2T1,2025-06-25,2012045384,A
2512017,ARC120,L2T1,2025-06-25,2012045384,A1
2512017,ARC121,L2T1,2025-06-25,2012045384,A
2512017,ARC122,L2T1,2025-06-25,2012045384,A1
2512017,ARC123,L2T1,2025-06-25,2012045384,A
2512017,MME859,L2T1,2025-06-25,2012045384,A
2512018,ARC117,L2T1,2025-06-25,2000067547,A
2512018,ARC118,L2T1,2025-06-25,2000067547,A1
2512018,ARC119,L2T1,2025-06-25,2000067547,A
2512018,ARC120,L2T1,2025-06-25,2000067547,A1
2512018,ARC121,L2T1,2025-06-25,2000067547,A
2512018,ARC122,L2T1,2025-06-25,2000067547,A1
2512018,ARC123,L2T1,2025-06-25,2000067547,A
2512018,MME859,L2T1,2025-06-25,2000067547,A
2512022,ARC117,L2T1,2025-06-25,2008011238,A
2512022,ARC118,L2T1,2025-06-25,2008011238,A1
2512022,ARC119,L2T1,2025-06-25,2008011238,A
2512022,ARC120,L2T1,2025-06-25,2008011238,A1
2512022,ARC121,L2T1,2025-06-25,2008011238,A
2512022,ARC122,L2T1,2025-06-25,2008011238,A1
2512022,ARC123,L2T1,2025-06-25,2008011238,A
2512022,MME859,L2T1,2025-06-25,2008011238,A
2512031,ARC117,L2T1,2025-06-25,2005116724,A
2512031,ARC118,L2T1,2025-06-25,2005116724,A1
2512031,ARC119,L2T1,2025-06-25,2005116724,A
2512031,ARC120,L2T1,2025-06-25,2005116724,A1
2512031,ARC121,L2T1,2025-06-25,2005116724,A
2512031,ARC122,L2T1,2025-06-25,2005116724,A1
2512031,ARC123,L2T1,2025-06-25,2005116724,A
2512031,MME859,L2T1,2025-06-25,2005116724,A
2512032,ARC117,L2T1,2025-06-25,2007021629,A
2512032,ARC118,L2T1,2025-06-25,2007021629,A1
2512032,ARC119,L2T1,2025-06-25,2007021629,A
2512032,ARC120,L2T1,2025-06-25,2007021629,A1
2512032,ARC121,L2T1,2025-06-25,2007021629,A
2512032,ARC122,L2T1,2025-06-25,2007021629,A1
2512032,ARC123,L2T1,2025-06-25,2007021629,A
2512032,MME859,L2T1,2025-06-25,2007021629,A
2512033,ARC117,L2T1,2025-06-25,2023097362,A
2512033,ARC118,L2T1,2025-06-25,2023097362,A1
2512033,ARC119,L2T1,2025-06-25,2023097362,A
2512033,ARC120,L2T1,2025-06-25,2023097362,A1
2512033,ARC121,L2T1,2025-06-25,2023097362,A
2512033,ARC122,L2T1,2025-06-25,2023097362,A1
2512033,ARC123,L2T1,2025-06-25,2023097362,A
2512033,MME859,L2T1,2025-06-25,2023097362,A
2512034,ARC117,L2T1,2025-06-25,2023097362,A
2512034,ARC118,L2T1,2025-06-25,2023097362,A1
2512034,ARC119,L2T1,2025-06-25,2023097362,A
2512034,ARC120,L2T1,2025-06-25,2023097362,A1
2512034,ARC121,L2T1,2025-06-25,2023097362,A
2512034,ARC122,L2T1,2025-06-25,2023097362,A1
2512034,ARC123,L2T1,2025-06-25,2023097362,A
2512034,MME859,L2T1,2025-06-25,2023097362,A
2512044,ARC117,L2T1,2025-06-25,2005103480,A
2512044,ARC118,L2T1,2025-06-25,2005103480,A1
2512044,ARC119,L2T1,2025-06-25,2005103480,A
2512044,ARC120,L2T1,2025-06-25,2005103480,A1
2512044,ARC121,L2T1,2025-06-25,2005103480,A
2512044,ARC122,L2T1,2025-06-25,2005103480,A1
2512044,ARC123,L2T1,2025-06-25,2005103480,A
2512044,MME859,L2T1,2025-06-25,2005103480,A
2512045,ARC117,L2T1,2025-06-25,2004045308,A
2512045,ARC118,L2T1,2025-06-25,2004045308,A1
2512045,ARC119,L2T1,2025-06-25,2004045308,A
2512045,ARC120,L2T1,2025-06-25,2004045308,A1
2512045,ARC121,L2T1,2025-06-25,2004045308,A
2512045,ARC122,L2T1,2025-06-25,2004045308,A1
2512045,ARC123,L2T1,2025-06-25,2004045308,A
2512045,MME859,L2T1,2025-06-25,2004045308,A
2512047,ARC117,L2T1,2025-06-25,2008099274,A
2512047,ARC118,L2T1,2025-06-25,2008099274,A1
2512047,ARC119,L2T1,2025-06-25,2008099274,A
2512047,ARC120,L2T1,2025-06-25,2008099274,A1
2512047,ARC121,L2T1,2025-06-25,2008099274,A
2512047,ARC122,L2T1,2025-06-25,2008099274,A1
2512047,ARC123,L2T1,2025-06-25,2008099274,A
2512047,MME859,L2T1,2025-06-25,2008099274,A
2512058,ARC117,L2T1,2025-06-25,2012022259,A
2512058,ARC118,L2T1,2025-06-25,2012022259,A1
2512058,ARC119,L2T1,2025-06-25,2012022259,A
2512058,ARC120,L2T1,2025-06-25,2012022259,A1
2512058,ARC121,L2T1,2025-06-25,2012022259,A
2512058,ARC122,L2T1,2025-06-25,2012022259,A1
2512058,ARC123,L2T1,2025-06-25,2012022259,A
2512058,MME859,L2T1,2025-06-25,2012022259,A
2512068,ARC117,L2T1,2025-06-25,2023039486,A
2512068,ARC118,L2T1,2025-06-25,2023039486,A1
2512068,ARC119,L2T1,2025-06-25,2023039486,A
2512068,ARC120,L2T1,2025-06-25,2023039486,A1
2512068,ARC121,L2T1,2025-06-25,2023039486,A
2512068,ARC122,L2T1,2025-06-25,2023039486,A1
2512068,ARC123,L2T1,2025-06-25,2023039486,A
2512068,MME859,L2T1,2025-06-25,2023039486,A
2512072,ARC117,L2T1,2025-06-25,2014011203,A
2512072,ARC118,L2T1,2025-06-25,2014011203,A1
2512072,ARC119,L2T1,2025-06-25,2014011203,A
2512072,ARC120,L2T1,2025-06-25,2014011203,A1
2512072,ARC121,L2T1,2025-06-25,2014011203,A
2512072,ARC122,L2T1,2025-06-25,2014011203,A1
2512072,ARC123,L2T1,2025-06-25,2014011203,A
2512072,MME859,L2T1,2025-06-25,2014011203,A
2512073,ARC117,L2T1,2025-06-25,2023033249,A
2512073,ARC118,L2T1,2025-06-25,2023033249,A1
2512073,ARC119,L2T1,2025-06-25,2023033249,A
2512073,ARC120,L2T1,2025-06-25,2023033249,A1
2512073,ARC121,L2T1,2025-06-25,2023033249,A
2512073,ARC122,L2T1,2025-06-25,2023033249,A1
2512073,ARC123,L2T1,2025-06-25,2023033249,A
2512073,MME859,L2T1,2025-06-25,2023033249,A
2512081,ARC117,L2T1,2025-06-25,2012076512,A
2512081,ARC118,L2T1,2025-06-25,2012076512,A1
2512081,ARC119,L2T1,2025-06-25,2012076512,A
2512081,ARC120,L2T1,2025-06-25,2012076512,A1
2512081,ARC121,L2T1,2025-06-25,2012076512,A
2512081,ARC122,L2T1,2025-06-25,2012076512,A1
2512081,ARC123,L2T1,2025-06-25,2012076512,A
2512081,MME859,L2T1,2025-06-25,2012076512,A
2512082,ARC117,L2T1,2025-06-25,2018111187,A
2512082,ARC118,L2T1,2025-06-25,2018111187,A1
2512082,ARC119,L2T1,2025-06-25,2018111187,A
2512082,ARC120,L2T1,2025-06-25,2018111187,A1
2512082,ARC121,L2T1,2025-06-25,2018111187,A
2512082,ARC122,L2T1,2025-06-25,2018111187,A1
2512082,ARC123,L2T1,2025-06-25,2018111187,A
2512082,MME859,L2T1,2025-06-25,2018111187,A
2512087,ARC117,L2T1,2025-06-25,2008099274,A
2512087,ARC118,L2T1,2025-06-25,2008099274,A1
2512087,ARC119,L2T1,2025-06-25,2008099274,A
2512087,ARC120,L2T1,2025-06-25,2008099274,A1
2512087,ARC121,L2T1,2025-06-25,2008099274,A
2512087,ARC122,L2T1,2025-06-25,2008099274,A1
2512087,ARC123,L2T1,2025-06-25,2008099274,A
2512087,MME859,L2T1,2025-06-25,2008099274,A
2512095,ARC117,L2T1,2025-06-25,2021031314,A
2512095,ARC118,L2T1,2025-06-25,2021031314,A1
2512095,ARC119,L2T1,2025-06-25,2021031314,A
2512095,ARC120,L2T1,2025-06-25,2021031314,A1
2512095,ARC121,L2T1,2025-06-25,2021031314,A
2512095,ARC122,L2T1,2025-06-25,2021031314,A1
2512095,ARC123,L2T1,2025-06-25,2021031314,A
2512095,MME859,L2T1,2025-06-25,2021031314,A
2512098,ARC117,L2T1,2025-06-25,2023039486,A
2512098,ARC118,L2T1,2025-06-25,2023039486,A1
2512098,ARC119,L2T1,2025-06-25,2023039486,A
2512098,ARC120,L2T1,2025-06-25,2023039486,A1
2512098,ARC121,L2T1,2025-06-25,2023039486,A
2512098,ARC122,L2T1,2025-06-25,2023039486,A1
2512098,ARC123,L2T1,2025-06-25,2023039486,A
2512098,MME859,L2T1,2025-06-25,2023039486,A
2512102,ARC117,L2T1,2025-06-25,2017084220,A
2512102,ARC118,L2T1,2025-06-25,2017084220,A1
2512102,ARC119,L2T1,2025-06-25,2017084220,A
2512102,ARC120,L2T1,2025-06-25,2017084220,A1
2512102,ARC121,L2T1,2025-06-25,2017084220,A
2512102,ARC122,L2T1,2025-06-25,2017084220,A1
2512102,ARC123,L2T1,2025-06-25,2017084220,A
2512102,MME859,L2T1,2025-06-25,2017084220,A
2512111,ARC117,L2T1,2025-06-25,2018111187,A
2512111,ARC118,L2T1,2025-06-25,2018111187,A1
2512111,ARC119,L2T1,2025-06-25,2018111187,A
2512111,ARC120,L2T1,2025-06-25,2018111187,A1
2512111,ARC121,L2T1,2025-06-25,2018111187,A
2512111,ARC122,L2T1,2025-06-25,2018111187,A1
2512111,ARC123,L2T1,2025-06-25,2018111187,A
2512111,MME859,L2T1,2025-06-25,2018111187,A
2512116,ARC117,L2T1,2025-06-25,2005057458,A
2512116,ARC118,L2T1,2025-06-25,2005057458,A1
2512116,ARC119,L2T1,2025-06-25,2005057458,A
2512116,ARC120,L2T1,2025-06-25,2005057458,A1
2512116,ARC121,L2T1,2025-06-25,2005057458,A
2512116,ARC122,L2T1,2025-06-25,2005057458,A1
2512116,ARC123,L2T1,2025-06-25,2005057458,A
2512116,MME859,L2T1,2025-06-25,2005057458,A
2512121,ARC117,L2T1,2025-06-25,2024068666,A
2512121,ARC118,L2T1,2025-06-25,2024068666,A1
2512121,ARC119,L2T1,2025-06-25,2024068666,A
