student_id,hall_id,room_number,resident,assigned_on
2501159,1,4,true,2025-06-25T13:18:45.728Z
2505079,1,4,true,2025-06-25T13:18:45.728Z
2508027,1,4,true,2025-06-25T13:18:45.728Z
2504077,1,4,true,2025-06-25T13:18:45.728Z
2507171,1,,false,2025-06-25T13:18:45.729Z
2502161,2,4,true,2025-06-25T13:18:45.729Z
2506035,2,4,true,2025-06-25T13:18:45.729Z
2504135,2,4,true,2025-06-25T13:18:45.729Z
2504158,2,4,true,2025-06-25T13:18:45.729Z
2505049,2,4,true,2025-06-25T13:18:45.730Z
2507041,3,,false,2025-06-25T13:18:45.730Z
2505128,3,4,true,2025-06-25T13:18:45.730Z
2508100,3,4,true,2025-06-25T13:18:45.730Z
2501090,3,4,true,2025-06-25T13:18:45.730Z
2502093,3,4,true,2025-06-25T13:18:45.731Z
2506091,4,,false,2025-06-25T13:18:45.731Z
2510044,4,4,true,2025-06-25T13:18:45.731Z
2510150,4,4,true,2025-06-25T13:18:45.731Z
2505039,4,4,true,2025-06-25T13:18:45.731Z
2502115,4,4,true,2025-06-25T13:18:45.732Z
2502054,6,,false,2025-06-25T13:18:45.732Z
2508046,6,4,true,2025-06-25T13:18:45.732Z
2504037,6,4,true,2025-06-25T13:18:45.732Z
2501161,6,4,true,2025-06-25T13:18:45.732Z
2511047,6,4,true,2025-06-25T13:18:45.732Z
2510026,1,5,true,2025-06-25T13:18:45.733Z
2509171,1,5,true,2025-06-25T13:18:45.733Z
2505161,1,5,true,2025-06-25T13:18:45.733Z
2501110,1,5,true,2025-06-25T13:18:45.733Z
2506160,1,5,true,2025-06-25T13:18:45.733Z
2502146,2,5,true,2025-06-25T13:18:45.734Z
2505015,2,5,true,2025-06-25T13:18:45.734Z
2507006,2,5,true,2025-06-25T13:18:45.734Z
2502152,2,5,true,2025-06-25T13:18:45.734Z
2504144,2,5,true,2025-06-25T13:18:45.735Z
2503171,3,5,true,2025-06-25T13:18:45.735Z
2512020,3,5,true,2025-06-25T13:18:45.735Z
2508141,3,5,true,2025-06-25T13:18:45.735Z
2503082,3,5,true,2025-06-25T13:18:45.735Z
2506174,3,5,true,2025-06-25T13:18:45.735Z
2502037,4,5,true,2025-06-25T13:18:45.735Z
2512007,4,,false,2025-06-25T13:18:45.735Z
2502151,4,5,true,2025-06-25T13:18:45.736Z
2507142,4,5,true,2025-06-25T13:18:45.736Z
2503054,4,5,true,2025-06-25T13:18:45.736Z
2507059,6,5,true,2025-06-25T13:18:45.736Z
2503007,6,,false,2025-06-25T13:18:45.736Z
2502156,6,5,true,2025-06-25T13:18:45.736Z
2501012,6,5,true,2025-06-25T13:18:45.736Z
2504044,6,,false,2025-06-25T13:18:45.736Z
2511015,1,,false,2025-06-25T13:18:45.736Z
2512105,1,6,true,2025-06-25T13:18:45.737Z
2506002,1,6,true,2025-06-25T13:18:45.737Z
2509012,1,6,true,2025-06-25T13:18:45.737Z
2502100,1,6,true,2025-06-25T13:18:45.737Z
2507018,2,6,true,2025-06-25T13:18:45.737Z
2501089,2,6,true,2025-06-25T13:18:45.737Z
2505025,2,,false,2025-06-25T13:18:45.737Z
2508096,2,6,true,2025-06-25T13:18:45.737Z
2502120,2,6,true,2025-06-25T13:18:45.737Z
2510123,3,6,true,2025-06-25T13:18:45.738Z
2506044,3,6,true,2025-06-25T13:18:45.738Z
2511053,3,6,true,2025-06-25T13:18:45.738Z
2506073,3,6,true,2025-06-25T13:18:45.738Z
2509029,3,6,true,2025-06-25T13:18:45.738Z
2503172,4,6,true,2025-06-25T13:18:45.738Z
2510158,4,6,true,2025-06-25T13:18:45.738Z
2510055,4,6,true,2025-06-25T13:18:45.738Z
2502157,4,6,true,2025-06-25T13:18:45.739Z
2506102,4,6,true,2025-06-25T13:18:45.739Z
2506094,6,6,true,2025-06-25T13:18:45.739Z
2508060,6,6,true,2025-06-25T13:18:45.739Z
2508086,6,6,true,2025-06-25T13:18:45.739Z
2508085,6,,false,2025-06-25T13:18:45.739Z
2512079,6,6,true,2025-06-25T13:18:45.739Z
2511080,1,7,true,2025-06-25T13:18:45.739Z
2501101,1,7,true,2025-06-25T13:18:45.740Z
2503153,1,7,true,2025-06-25T13:18:45.740Z
2505052,1,7,true,2025-06-25T13:18:45.740Z
2508043,1,7,true,2025-06-25T13:18:45.740Z
2505158,2,,false,2025-06-25T13:18:45.740Z
2510071,2,7,true,2025-06-25T13:18:45.740Z
2504065,2,7,true,2025-06-25T13:18:45.740Z
2509110,2,7,true,2025-06-25T13:18:45.740Z
2509120,2,7,true,2025-06-25T13:18:45.740Z
2501025,3,,false,2025-06-25T13:18:45.740Z
2511129,3,7,true,2025-06-25T13:18:45.741Z
2504010,3,,false,2025-06-25T13:18:45.741Z
2502113,3,7,true,2025-06-25T13:18:45.741Z
2509046,3,7,true,2025-06-25T13:18:45.741Z
2511111,4,7,true,2025-06-25T13:18:45.741Z
2510148,4,7,true,2025-06-25T13:18:45.741Z
2511173,4,,false,2025-06-25T13:18:45.741Z
2512178,4,7,true,2025-06-25T13:18:45.741Z
2511166,4,7,true,2025-06-25T13:18:45.741Z
2501080,6,7,true,2025-06-25T13:18:45.741Z
2509001,6,7,true,2025-06-25T13:18:45.742Z
2507009,6,7,true,2025-06-25T13:18:45.742Z
2507005,6,7,true,2025-06-25T13:18:45.742Z
2501010,6,7,true,2025-06-25T13:18:45.742Z
2504003,1,8,true,2025-06-25T13:18:45.742Z
2506060,1,8,true,2025-06-25T13:18:45.742Z
2508014,1,8,true,2025-06-25T13:18:45.742Z
2511005,1,,false,2025-06-25T13:18:45.742Z
2506066,1,8,true,2025-06-25T13:18:45.742Z
2507153,2,8,true,2025-06-25T13:18:45.743Z
2501028,2,8,true,2025-06-25T13:18:45.743Z
2510001,2,8,true,2025-06-25T13:18:45.743Z
2506114,2,8,true,2025-06-25T13:18:45.743Z
2508110,2,8,true,2025-06-25T13:18:45.743Z
2510097,3,8,true,2025-06-25T13:18:45.743Z
2506152,3,8,true,2025-06-25T13:18:45.743Z
2507074,3,8,true,2025-06-25T13:18:45.743Z
2504116,3,8,true,2025-06-25T13:18:45.743Z
2510049,3,8,true,2025-06-25T13:18:45.744Z
2508067,4,8,true,2025-06-25T13:18:45.744Z
2508076,4,8,true,2025-06-25T13:18:45.744Z
2502005,4,8,true,2025-06-25T13:18:45.744Z
2506042,4,8,true,2025-06-25T13:18:45.744Z
2503078,4,8,true,2025-06-25T13:18:45.744Z
2508039,6,8,true,2025-06-25T13:18:45.744Z
2512179,6,,false,2025-06-25T13:18:45.744Z
2507098,6,,false,2025-06-25T13:18:45.744Z
2509083,6,8,true,2025-06-25T13:18:45.745Z
2510015,6,8,true,2025-06-25T13:18:45.745Z
2508102,1,9,true,2025-06-25T13:18:45.745Z
2511083,1,9,true,2025-06-25T13:18:45.745Z
2507043,1,9,true,2025-06-25T13:18:45.745Z
2509042,1,9,true,2025-06-25T13:18:45.745Z
2512180,1,9,true,2025-06-25T13:18:45.745Z
2511109,2,9,true,2025-06-25T13:18:45.746Z
2511006,2,9,true,2025-06-25T13:18:45.746Z
2509124,2,9,true,2025-06-25T13:18:45.746Z
2502095,2,9,true,2025-06-25T13:18:45.746Z
2511049,2,9,true,2025-06-25T13:18:45.746Z
2511158,3,9,true,2025-06-25T13:18:45.746Z
2504126,3,9,true,2025-06-25T13:18:45.746Z
2502055,3,9,true,2025-06-25T13:18:45.746Z
2506050,3,9,true,2025-06-25T13:18:45.746Z
2504105,3,9,true,2025-06-25T13:18:45.747Z
2512070,4,9,true,2025-06-25T13:18:45.747Z
2511169,4,9,true,2025-06-25T13:18:45.747Z
2501113,4,9,true,2025-06-25T13:18:45.747Z
2507180,4,9,true,2025-06-25T13:18:45.747Z
2512044,4,9,true,2025-06-25T13:18:45.747Z
2502111,6,9,true,2025-06-25T13:18:45.747Z
2503079,6,9,true,2025-06-25T13:18:45.747Z
2507151,6,9,true,2025-06-25T13:18:45.747Z
2510124,6,9,true,2025-06-25T13:18:45.747Z
2510090,6,,false,2025-06-25T13:18:45.747Z
2507159,1,10,true,2025-06-25T13:18:45.748Z
2508061,1,10,true,2025-06-25T13:18:45.748Z
2509062,1,,false,2025-06-25T13:18:45.748Z
2504178,1,10,true,2025-06-25T13:18:45.748Z
2510118,1,10,true,2025-06-25T13:18:45.748Z
2502052,2,10,true,2025-06-25T13:18:45.748Z
2505115,2,10,true,2025-06-25T13:18:45.748Z
2506045,2,10,true,2025-06-25T13:18:45.748Z
2511171,2,10,true,2025-06-25T13:18:45.748Z
2503042,2,10,true,2025-06-25T13:18:45.749Z
2503107,3,10,true,2025-06-25T13:18:45.749Z
2503023,3,10,true,2025-06-25T13:18:45.749Z
2510172,3,10,true,2025-06-25T13:18:45.749Z
2507079,3,,false,2025-06-25T13:18:45.749Z
2508070,3,10,true,2025-06-25T13:18:45.749Z
2510171,4,10,true,2025-06-25T13:18:45.749Z
2505118,4,10,true,2025-06-25T13:18:45.749Z
2501065,4,10,true,2025-06-25T13:18:45.749Z
2510108,4,10,true,2025-06-25T13:18:45.749Z
2511161,4,10,true,2025-06-25T13:18:45.749Z
2501084,6,10,true,2025-06-25T13:18:45.750Z
2504012,6,10,true,2025-06-25T13:18:45.750Z
2510085,6,,false,2025-06-25T13:18:45.750Z
2509039,6,10,true,2025-06-25T13:18:45.750Z
2510139,6,10,true,2025-06-25T13:18:45.750Z
2501006,1,11,true,2025-06-25T13:18:45.750Z
2505006,1,11,true,2025-06-25T13:18:45.750Z
2501158,1,11,true,2025-06-25T13:18:45.750Z
2502030,1,11,true,2025-06-25T13:18:45.750Z
2505153,1,11,true,2025-06-25T13:18:45.750Z
2508147,2,11,true,2025-06-25T13:18:45.751Z
2503134,2,11,true,2025-06-25T13:18:45.751Z
2511176,2,11,true,2025-06-25T13:18:45.751Z
2505057,2,,false,2025-06-25T13:18:45.751Z
2504089,2,11,true,2025-06-25T13:18:45.751Z
2509004,3,,false,2025-06-25T13:18:45.751Z
2509025,3,11,true,2025-06-25T13:18:45.751Z
2501068,3,,false,2025-06-25T13:18:45.751Z
2506025,3,11,true,2025-06-25T13:18:45.751Z
2510153,3,11,true,2025-06-25T13:18:45.752Z
2512008,4,11,true,2025-06-25T13:18:45.752Z
2505032,4,11,true,2025-06-25T13:18:45.752Z
2504079,4,11,true,2025-06-25T13:18:45.752Z
2507073,4,11,true,2025-06-25T13:18:45.752Z
2509175,4,11,true,2025-06-25T13:18:45.752Z
2505129,6,11,true,2025-06-25T13:18:45.752Z
2501138,6,11,true,2025-06-25T13:18:45.752Z
2509069,6,11,true,2025-06-25T13:18:45.752Z
2504004,6,11,true,2025-06-25T13:18:45.752Z
2507177,6,11,true,2025-06-25T13:18:45.752Z
2511044,1,12,true,2025-06-25T13:18:45.753Z
2511112,1,12,true,2025-06-25T13:18:45.753Z
2507038,1,12,true,2025-06-25T13:18:45.753Z
2508006,1,12,true,2025-06-25T13:18:45.753Z
2504173,1,12,true,2025-06-25T13:18:45.753Z
2503069,2,12,true,2025-06-25T13:18:45.753Z
2504038,2,12,true,2025-06-25T13:18:45.753Z
2509027,2,12,true,2025-06-25T13:18:45.753Z
2509078,2,12,true,2025-06-25T13:18:45.753Z
2511045,2,12,true,2025-06-25T13:18:45.753Z
2502130,3,,false,2025-06-25T13:18:45.753Z
2508072,3,12,true,2025-06-25T13:18:45.754Z
2507085,3,12,true,2025-06-25T13:18:45.754Z
2502064,3,12,true,2025-06-25T13:18:45.754Z
2508055,3,12,true,2025-06-25T13:18:45.754Z
2511174,4,,false,2025-06-25T13:18:45.754Z
2502114,4,12,true,2025-06-25T13:18:45.754Z
2511123,4,12,true,2025-06-25T13:18:45.754Z
2505022,4,12,true,2025-06-25T13:18:45.754Z
2504093,4,12,true,2025-06-25T13:18:45.754Z
2507176,6,12,true,2025-06-25T13:18:45.754Z
2507002,6,12,true,2025-06-25T13:18:45.755Z
2509130,6,12,true,2025-06-25T13:18:45.755Z
2501121,6,12,true,2025-06-25T13:18:45.755Z
2502098,6,12,true,2025-06-25T13:18:45.755Z
2506158,1,13,true,2025-06-25T13:18:45.755Z
2504058,1,13,true,2025-06-25T13:18:45.755Z
2508035,1,13,true,2025-06-25T13:18:45.755Z
2501054,1,13,true,2025-06-25T13:18:45.755Z
2506120,1,13,true,2025-06-25T13:18:45.755Z
2510105,2,13,true,2025-06-25T13:18:45.755Z
2510137,2,13,true,2025-06-25T13:18:45.755Z
2502162,2,13,true,2025-06-25T13:18:45.756Z
2507118,2,13,true,2025-06-25T13:18:45.756Z
2504011,2,,false,2025-06-25T13:18:45.756Z
2511064,3,13,true,2025-06-25T13:18:45.756Z
2501074,3,13,true,2025-06-25T13:18:45.756Z
2503034,3,13,true,2025-06-25T13:18:45.756Z
2510169,3,13,true,2025-06-25T13:18:45.756Z
2507027,3,13,true,2025-06-25T13:18:45.756Z
2501120,4,13,true,2025-06-25T13:18:45.756Z
2510145,4,13,true,2025-06-25T13:18:45.756Z
2507057,4,13,true,2025-06-25T13:18:45.757Z
2511127,4,13,true,2025-06-25T13:18:45.757Z
2504117,4,13,true,2025-06-25T13:18:45.757Z
2508065,6,13,true,2025-06-25T13:18:45.757Z
2508162,6,13,true,2025-06-25T13:18:45.757Z
2508160,6,13,true,2025-06-25T13:18:45.757Z
2507128,6,13,true,2025-06-25T13:18:45.757Z
2503004,6,13,true,2025-06-25T13:18:45.757Z
2503015,1,14,true,2025-06-25T13:18:45.757Z
2501079,1,14,true,2025-06-25T13:18:45.757Z
2503116,1,14,true,2025-06-25T13:18:45.757Z
2504063,1,14,true,2025-06-25T13:18:45.758Z
2503106,1,14,true,2025-06-25T13:18:45.758Z
2503022,2,14,true,2025-06-25T13:18:45.758Z
2502127,2,14,true,2025-06-25T13:18:45.758Z
2508111,2,14,true,2025-06-25T13:18:45.758Z
2506083,2,,false,2025-06-25T13:18:45.758Z
2509005,2,14,true,2025-06-25T13:18:45.758Z
2508164,3,,false,2025-06-25T13:18:45.758Z
2512174,3,14,true,2025-06-25T13:18:45.758Z
2504034,3,,false,2025-06-25T13:18:45.758Z
2504018,3,14,true,2025-06-25T13:18:45.759Z
2508158,3,14,true,2025-06-25T13:18:45.759Z
2507054,4,14,true,2025-06-25T13:18:45.759Z
2512133,4,,false,2025-06-25T13:18:45.759Z
2507160,4,,false,2025-06-25T13:18:45.759Z
2512001,4,14,true,2025-06-25T13:18:45.759Z
2505117,4,14,true,2025-06-25T13:18:45.759Z
2503123,6,,false,2025-06-25T13:18:45.759Z
2508019,6,14,true,2025-06-25T13:18:45.759Z
2505103,6,14,true,2025-06-25T13:18:45.759Z
2511055,6,14,true,2025-06-25T13:18:45.759Z
2511069,6,14,true,2025-06-25T13:18:45.760Z
2510081,1,15,true,2025-06-25T13:18:45.760Z
2506110,1,15,true,2025-06-25T13:18:45.760Z
2505072,1,15,true,2025-06-25T13:18:45.760Z
2508092,1,15,true,2025-06-25T13:18:45.760Z
2506168,1,15,true,2025-06-25T13:18:45.760Z
2509037,2,15,true,2025-06-25T13:18:45.760Z
2504174,2,15,true,2025-06-25T13:18:45.760Z
2502078,2,15,true,2025-06-25T13:18:45.760Z
2506072,2,15,true,2025-06-25T13:18:45.760Z
2507147,2,15,true,2025-06-25T13:18:45.760Z
2512130,3,15,true,2025-06-25T13:18:45.761Z
2504114,3,15,true,2025-06-25T13:18:45.761Z
2506142,3,,false,2025-06-25T13:18:45.761Z
2512082,3,15,true,2025-06-25T13:18:45.761Z
2505065,3,15,true,2025-06-25T13:18:45.761Z
2503093,4,15,true,2025-06-25T13:18:45.761Z
2506153,4,15,true,2025-06-25T13:18:45.761Z
2505069,4,15,true,2025-06-25T13:18:45.761Z
2501174,4,15,true,2025-06-25T13:18:45.761Z
2502089,4,15,true,2025-06-25T13:18:45.761Z
2510135,6,15,true,2025-06-25T13:18:45.762Z
2510103,6,15,true,2025-06-25T13:18:45.762Z
2507121,6,15,true,2025-06-25T13:18:45.762Z
2503071,6,15,true,2025-06-25T13:18:45.762Z
2512115,6,15,true,2025-06-25T13:18:45.762Z
2508030,1,16,true,2025-06-25T13:18:45.762Z
2509121,1,16,true,2025-06-25T13:18:45.762Z
2501097,1,16,true,2025-06-25T13:18:45.762Z
2511061,1,16,true,2025-06-25T13:18:45.762Z
2505047,1,16,true,2025-06-25T13:18:45.762Z
2507130,2,16,true,2025-06-25T13:18:45.762Z
2506032,2,16,true,2025-06-25T13:18:45.762Z
2505101,2,,false,2025-06-25T13:18:45.763Z
2512099,2,16,true,2025-06-25T13:18:45.763Z
2510047,2,16,true,2025-06-25T13:18:45.763Z
2508063,3,16,true,2025-06-25T13:18:45.763Z
2509136,3,16,true,2025-06-25T13:18:45.763Z
2506143,3,16,true,2025-06-25T13:18:45.763Z
2509033,3,16,true,2025-06-25T13:18:45.763Z
2512062,3,16,true,2025-06-25T13:18:45.763Z
2505033,4,16,true,2025-06-25T13:18:45.763Z
2506069,4,16,true,2025-06-25T13:18:45.763Z
2508113,4,16,true,2025-06-25T13:18:45.763Z
2502077,4,16,true,2025-06-25T13:18:45.764Z
2503044,4,16,true,2025-06-25T13:18:45.764Z
2509049,6,16,true,2025-06-25T13:18:45.764Z
2503124,6,16,true,2025-06-25T13:18:45.764Z
2512023,6,16,true,2025-06-25T13:18:45.764Z
2506049,6,16,true,2025-06-25T13:18:45.764Z
2501067,6,16,true,2025-06-25T13:18:45.764Z
2510147,1,17,true,2025-06-25T13:18:45.764Z
2502072,1,17,true,2025-06-25T13:18:45.764Z
2503122,1,17,true,2025-06-25T13:18:45.765Z
2511150,1,17,true,2025-06-25T13:18:45.765Z
2505154,1,17,true,2025-06-25T13:18:45.765Z
2502024,2,17,true,2025-06-25T13:18:45.765Z
2505168,2,17,true,2025-06-25T13:18:45.765Z
2505126,2,17,true,2025-06-25T13:18:45.765Z
2503167,2,17,true,2025-06-25T13:18:45.765Z
2505147,2,17,true,2025-06-25T13:18:45.765Z
2512065,3,17,true,2025-06-25T13:18:45.765Z
2510141,3,17,true,2025-06-25T13:18:45.766Z
2510016,3,17,true,2025-06-25T13:18:45.766Z
2504040,3,17,true,2025-06-25T13:18:45.766Z
2507068,3,17,true,2025-06-25T13:18:45.766Z
2502148,4,17,true,2025-06-25T13:18:45.766Z
2501004,4,,false,2025-06-25T13:18:45.766Z
2505163,4,17,true,2025-06-25T13:18:45.766Z
2502045,4,17,true,2025-06-25T13:18:45.766Z
2503059,4,17,true,2025-06-25T13:18:45.766Z
2512056,6,,false,2025-06-25T13:18:45.766Z
2501077,6,17,true,2025-06-25T13:18:45.766Z
2506043,6,17,true,2025-06-25T13:18:45.767Z
2510054,6,17,true,2025-06-25T13:18:45.767Z
2502086,6,,false,2025-06-25T13:18:45.767Z
2503033,1,18,true,2025-06-25T13:18:45.767Z
2510107,1,18,true,2025-06-25T13:18:45.767Z
2505096,1,18,true,2025-06-25T13:18:45.767Z
2503158,1,18,true,2025-06-25T13:18:45.767Z
2512046,1,18,true,2025-06-25T13:18:45.767Z
2505090,2,18,true,2025-06-25T13:18:45.767Z
2506062,2,18,true,2025-06-25T13:18:45.767Z
2503001,2,18,true,2025-06-25T13:18:45.767Z
2510029,2,18,true,2025-06-25T13:18:45.768Z
2506092,2,18,true,2025-06-25T13:18:45.768Z
2508153,3,18,true,2025-06-25T13:18:45.768Z
2504147,3,18,true,2025-06-25T13:18:45.768Z
2510056,3,18,true,2025-06-25T13:18:45.768Z
2508083,3,18,true,2025-06-25T13:18:45.768Z
2505007,3,18,true,2025-06-25T13:18:45.768Z
2502051,4,18,true,2025-06-25T13:18:45.768Z
2511012,4,18,true,2025-06-25T13:18:45.768Z
2505138,4,18,true,2025-06-25T13:18:45.768Z
2503077,4,18,true,2025-06-25T13:18:45.768Z
2508010,4,18,true,2025-06-25T13:18:45.768Z
2501063,6,18,true,2025-06-25T13:18:45.768Z
2507008,6,18,true,2025-06-25T13:18:45.769Z
2509158,6,18,true,2025-06-25T13:18:45.769Z
2502025,6,18,true,2025-06-25T13:18:45.769Z
2510082,6,18,true,2025-06-25T13:18:45.769Z
2510128,1,19,true,2025-06-25T13:18:45.769Z
2506162,1,,false,2025-06-25T13:18:45.769Z
2511027,1,19,true,2025-06-25T13:18:45.769Z
2505127,1,19,true,2025-06-25T13:18:45.769Z
2506112,1,,false,2025-06-25T13:18:45.769Z
2506140,2,19,true,2025-06-25T13:18:45.769Z
2508011,2,19,true,2025-06-25T13:18:45.769Z
2512092,2,19,true,2025-06-25T13:18:45.770Z
2504081,2,19,true,2025-06-25T13:18:45.770Z
2506085,2,19,true,2025-06-25T13:18:45.770Z
2510146,3,19,true,2025-06-25T13:18:45.770Z
2511137,3,,false,2025-06-25T13:18:45.770Z
2504023,3,19,true,2025-06-25T13:18:45.770Z
2506117,3,19,true,2025-06-25T13:18:45.770Z
2501095,3,19,true,2025-06-25T13:18:45.770Z
2509129,4,19,true,2025-06-25T13:18:45.770Z
2503073,4,19,true,2025-06-25T13:18:45.770Z
2511113,4,19,true,2025-06-25T13:18:45.771Z
2510027,4,19,true,2025-06-25T13:18:45.771Z
2509014,4,,false,2025-06-25T13:18:45.771Z
2502097,6,19,true,2025-06-25T13:18:45.771Z
2509113,6,19,true,2025-06-25T13:18:45.771Z
2508157,6,19,true,2025-06-25T13:18:45.771Z
2502088,6,19,true,2025-06-25T13:18:45.771Z
2511056,6,19,true,2025-06-25T13:18:45.771Z
2504177,1,20,true,2025-06-25T13:18:45.771Z
2502160,1,20,true,2025-06-25T13:18:45.771Z
2512029,1,20,true,2025-06-25T13:18:45.771Z
2510140,1,20,true,2025-06-25T13:18:45.771Z
2505060,1,,false,2025-06-25T13:18:45.772Z
2504128,2,20,true,2025-06-25T13:18:45.772Z
2505148,2,20,true,2025-06-25T13:18:45.772Z
2501105,2,20,true,2025-06-25T13:18:45.772Z
2508033,2,20,true,2025-06-25T13:18:45.772Z
2502133,2,20,true,2025-06-25T13:18:45.772Z
2506157,3,20,true,2025-06-25T13:18:45.772Z
2510031,3,20,true,2025-06-25T13:18:45.772Z
2504028,3,20,true,2025-06-25T13:18:45.772Z
2504097,3,20,true,2025-06-25T13:18:45.772Z
2504102,3,20,true,2025-06-25T13:18:45.772Z
2503125,4,20,true,2025-06-25T13:18:45.772Z
2511013,4,20,true,2025-06-25T13:18:45.772Z
2506171,4,20,true,2025-06-25T13:18:45.773Z
2512124,4,20,true,2025-06-25T13:18:45.773Z
2509134,4,20,true,2025-06-25T13:18:45.773Z
2506063,6,20,true,2025-06-25T13:18:45.773Z
2506097,6,20,true,2025-06-25T13:18:45.773Z
2503028,6,20,true,2025-06-25T13:18:45.773Z
2508032,6,20,true,2025-06-25T13:18:45.773Z
2511088,6,20,true,2025-06-25T13:18:45.773Z
2508038,1,21,true,2025-06-25T13:18:45.773Z
2502007,1,21,true,2025-06-25T13:18:45.773Z
2511051,1,21,true,2025-06-25T13:18:45.773Z
2509051,1,21,true,2025-06-25T13:18:45.773Z
2504169,1,,false,2025-06-25T13:18:45.774Z
2504156,2,21,true,2025-06-25T13:18:45.774Z
2502099,2,21,true,2025-06-25T13:18:45.774Z
2511067,2,21,true,2025-06-25T13:18:45.774Z
2501082,2,21,true,2025-06-25T13:18:45.774Z
2510024,2,21,true,2025-06-25T13:18:45.774Z
2505093,3,21,true,2025-06-25T13:18:45.774Z
2508047,3,21,true,2025-06-25T13:18:45.774Z
2509003,3,21,true,2025-06-25T13:18:45.774Z
2507103,3,21,true,2025-06-25T13:18:45.775Z
2504072,3,21,true,2025-06-25T13:18:45.775Z
2509169,4,21,true,2025-06-25T13:18:45.775Z
2507046,4,21,true,2025-06-25T13:18:45.775Z
2504031,4,21,true,2025-06-25T13:18:45.775Z
