teacher_id,course_id,section_type,room_id,day_of_week,start_time,end_time,academic_session
2007016344,CSE117,A,ECE105,Wednesday,15:00:00,16:00:00,2025-26
2007016344,CSE117,A,ME101,Saturday,08:00:00,09:00:00,2025-26
2007016344,CSE117,A,ME102,Sunday,08:00:00,09:00:00,2025-26
2009013966,CSE118,A,DSA2-LAB,Monday,08:00:00,09:00:00,2025-26
2025017087,CSE119,A,ME103,Tuesday,08:00:00,09:00:00,2025-26
2025017087,CSE119,A,ME104,Wednesday,08:00:00,09:00:00,2025-26
2025017087,CSE119,A,ME104,Saturday,09:00:00,10:00:00,2025-26
2004015928,CSE110,A,MATH-LAB,Sunday,09:00:00,10:00:00,2025-26
2004019678,CSE121,A,ME104,Monday,09:00:00,10:00:00,2025-26
2004019678,CSE121,A,ME104,Tuesday,09:00:00,10:00:00,2025-26
2004019678,CSE121,A,ME104,Wednesday,09:00:00,10:00:00,2025-26
2004019678,CSE121,A,ME104,Saturday,10:00:00,11:00:00,2025-26
2016013794,CSE122,A,ECE-LAB1,Sunday,10:00:00,11:00:00,2025-26
2016013794,CSE123,A,ME104,Monday,10:00:00,11:00:00,2025-26
2016013794,CSE123,A,ME104,Tuesday,10:00:00,11:00:00,2025-26
2016013794,CSE123,A,ME104,Wednesday,10:00:00,11:00:00,2025-26
2016013794,CSE123,A,ME104,Saturday,11:00:00,12:00:00,2025-26
2004019678,CSE124,A,ECE-LAB2,Sunday,11:00:00,12:00:00,2025-26
2004015928,CSE125,A,ME104,Monday,11:00:00,12:00:00,2025-26
2004015928,CSE125,A,ME104,Tuesday,11:00:00,12:00:00,2025-26
2004015928,CSE125,A,ME104,Wednesday,11:00:00,12:00:00,2025-26
2004015928,CSE125,A,ME104,Saturday,12:00:00,13:00:00,2025-26
2004019678,CSE126,A,DSA-LAB,Sunday,12:00:00,13:00:00,2025-26
2007016344,CSE127,A,ME104,Monday,12:00:00,13:00:00,2025-26
2007016344,CSE127,A,ME104,Tuesday,12:00:00,13:00:00,2025-26
2007016344,CSE127,A,ME104,Wednesday,12:00:00,13:00:00,2025-26
2009013966,CSE128,A,EM-LAB,Saturday,13:00:00,14:00:00,2025-26
2004019678,CSE129,A,ME104,Sunday,13:00:00,14:00:00,2025-26
2004019678,CSE129,A,ME104,Monday,13:00:00,14:00:00,2025-26
2004019678,CSE129,A,ME104,Tuesday,13:00:00,14:00:00,2025-26
2004019678,CSE129,A,ME104,Wednesday,13:00:00,14:00:00,2025-26
2015018630,CSE120,A,MECH-LAB1,Saturday,14:00:00,15:00:00,2025-26
2019019915,CSE131,A,ME104,Sunday,14:00:00,15:00:00,2025-26
2019019915,CSE131,A,ME104,Monday,14:00:00,15:00:00,2025-26
2019019915,CSE131,A,ME104,Tuesday,14:00:00,15:00:00,2025-26
2019019915,CSE131,A,ME104,Wednesday,14:00:00,15:00:00,2025-26
2011018289,CSE132,A,CIVIL-LAB1,Saturday,15:00:00,16:00:00,2025-26
2001011524,CSE133,A,ME104,Sunday,15:00:00,16:00:00,2025-26
2001011524,CSE133,A,ME104,Monday,15:00:00,16:00:00,2025-26
2001011524,CSE133,A,ME104,Tuesday,15:00:00,16:00:00,2025-26
2001011524,CSE133,A,ME104,Wednesday,15:00:00,16:00:00,2025-26
2015018630,CSE134,A,CHEM-LAB,Saturday,08:00:00,09:00:00,2025-26
2022014753,CSE135,A,ME105,Sunday,08:00:00,09:00:00,2025-26
2022014753,CSE135,A,OAB101,Monday,08:00:00,09:00:00,2025-26
2022014753,CSE135,A,OAB102,Tuesday,08:00:00,09:00:00,2025-26
2014011203,CSE136,A,ARCHI-LAB,Wednesday,08:00:00,09:00:00,2025-26
2022014753,CSE137,A,OAB103,Saturday,09:00:00,10:00:00,2025-26
2022014753,CSE137,A,OAB103,Sunday,09:00:00,10:00:00,2025-26
2022014753,CSE137,A,OAB103,Monday,09:00:00,10:00:00,2025-26
2022014753,CSE137,A,OAB103,Tuesday,09:00:00,10:00:00,2025-26
2018015002,CSE138,A,DSA2-LAB,Wednesday,09:00:00,10:00:00,2025-26
2019019915,CSE139,A,OAB103,Saturday,10:00:00,11:00:00,2025-26
2019019915,CSE139,A,OAB103,Sunday,10:00:00,11:00:00,2025-26
2019019915,CSE139,A,OAB103,Monday,10:00:00,11:00:00,2025-26
2019019915,CSE139,A,OAB103,Tuesday,10:00:00,11:00:00,2025-26
2019019915,CSE130,A,MATH-LAB,Wednesday,10:00:00,11:00:00,2025-26
2007016344,CSE141,A,OAB103,Saturday,11:00:00,12:00:00,2025-26
2007016344,CSE141,A,OAB103,Sunday,11:00:00,12:00:00,2025-26
2007016344,CSE141,A,OAB103,Monday,11:00:00,12:00:00,2025-26
2007016344,CSE141,A,OAB103,Tuesday,11:00:00,12:00:00,2025-26
2020019263,CSE142,A,ECE-LAB1,Wednesday,11:00:00,12:00:00,2025-26
2018015002,CSE143,A,OAB103,Saturday,12:00:00,13:00:00,2025-26
2018015002,CSE143,A,OAB103,Sunday,12:00:00,13:00:00,2025-26
2018015002,CSE143,A,OAB103,Monday,12:00:00,13:00:00,2025-26
2009013966,CSE144,A,ECE-LAB2,Tuesday,12:00:00,13:00:00,2025-26
2014011203,CSE145,A,OAB103,Wednesday,12:00:00,13:00:00,2025-26
2014011203,CSE145,A,OAB103,Saturday,13:00:00,14:00:00,2025-26
2014011203,CSE145,A,OAB103,Sunday,13:00:00,14:00:00,2025-26
2014011203,CSE145,A,OAB103,Monday,13:00:00,14:00:00,2025-26
2012011977,CSE146,A,DSA-LAB,Tuesday,13:00:00,14:00:00,2025-26
2008011238,CSE147,A,OAB103,Wednesday,13:00:00,14:00:00,2025-26
2008011238,CSE147,A,OAB103,Saturday,14:00:00,15:00:00,2025-26
2008011238,CSE147,A,OAB103,Sunday,14:00:00,15:00:00,2025-26
2008011238,CSE147,A,OAB103,Monday,14:00:00,15:00:00,2025-26
2018015002,CSE148,A,EM-LAB,Tuesday,14:00:00,15:00:00,2025-26
2012011977,CSE149,A,OAB103,Wednesday,14:00:00,15:00:00,2025-26
2012011977,CSE149,A,OAB103,Saturday,15:00:00,16:00:00,2025-26
2012011977,CSE149,A,OAB103,Sunday,15:00:00,16:00:00,2025-26
2012011977,CSE149,A,OAB103,Monday,15:00:00,16:00:00,2025-26
2004019678,CSE140,A,MECH-LAB1,Tuesday,15:00:00,16:00:00,2025-26
2001011524,CSE151,A,OAB103,Wednesday,15:00:00,16:00:00,2025-26
2001011524,CSE151,A,OAB104,Saturday,08:00:00,09:00:00,2025-26
2001011524,CSE151,A,OAB105,Sunday,08:00:00,09:00:00,2025-26
2007016344,CSE152,A,CIVIL-LAB1,Monday,08:00:00,09:00:00,2025-26
2004015928,CSE153,A,CE101,Tuesday,08:00:00,09:00:00,2025-26
2004015928,CSE153,A,CE102,Wednesday,08:00:00,09:00:00,2025-26
2004015928,CSE153,A,CE102,Saturday,09:00:00,10:00:00,2025-26
2004015928,CSE153,A,CE102,Sunday,09:00:00,10:00:00,2025-26
2014011203,CSE154,A,CHEM-LAB,Monday,09:00:00,10:00:00,2025-26
2017016134,CSE155,A,CE102,Tuesday,09:00:00,10:00:00,2025-26
2017016134,CSE155,A,CE102,Wednesday,09:00:00,10:00:00,2025-26
2017016134,CSE155,A,CE102,Saturday,10:00:00,11:00:00,2025-26
2017016134,CSE155,A,CE102,Sunday,10:00:00,11:00:00,2025-26
2015018630,CSE156,A,ARCHI-LAB,Monday,10:00:00,11:00:00,2025-26
2020019263,CSE157,A,CE102,Tuesday,10:00:00,11:00:00,2025-26
2020019263,CSE157,A,CE102,Wednesday,10:00:00,11:00:00,2025-26
2020019263,CSE157,A,CE102,Saturday,11:00:00,12:00:00,2025-26
2020019263,CSE157,A,CE102,Sunday,11:00:00,12:00:00,2025-26
2022014753,CSE158,A,DSA2-LAB,Monday,11:00:00,12:00:00,2025-26
2002019427,CSE159,A,CE102,Tuesday,11:00:00,12:00:00,2025-26
2002019427,CSE159,A,CE102,Wednesday,11:00:00,12:00:00,2025-26
2002019427,CSE159,A,CE102,Saturday,12:00:00,13:00:00,2025-26
2019019915,CSE150,A,MATH-LAB,Sunday,12:00:00,13:00:00,2025-26
2017016134,CSE161,A,CE102,Monday,12:00:00,13:00:00,2025-26
2017016134,CSE161,A,CE102,Tuesday,12:00:00,13:00:00,2025-26
2017016134,CSE161,A,CE102,Wednesday,12:00:00,13:00:00,2025-26
2017016134,CSE161,A,CE102,Saturday,13:00:00,14:00:00,2025-26
2002019427,CSE162,A,ECE-LAB1,Sunday,13:00:00,14:00:00,2025-26
2014011203,CSE163,A,CE102,Monday,13:00:00,14:00:00,2025-26
2014011203,CSE163,A,CE102,Tuesday,13:00:00,14:00:00,2025-26
2014011203,CSE163,A,CE102,Wednesday,13:00:00,14:00:00,2025-26
2014011203,CSE163,A,CE102,Saturday,14:00:00,15:00:00,2025-26
2012011977,CSE164,A,ECE-LAB2,Sunday,14:00:00,15:00:00,2025-26
2009022113,EEE101,A,CE102,Monday,14:00:00,15:00:00,2025-26
2009022113,EEE101,A,CE102,Tuesday,14:00:00,15:00:00,2025-26
2009022113,EEE101,A,CE102,Wednesday,14:00:00,15:00:00,2025-26
2001029086,EEE102,A,DSA-LAB,Saturday,15:00:00,16:00:00,2025-26
2009022113,EEE103,A,CE102,Sunday,15:00:00,16:00:00,2025-26
2009022113,EEE103,A,CE102,Monday,15:00:00,16:00:00,2025-26
2009022113,EEE103,A,CE102,Tuesday,15:00:00,16:00:00,2025-26
2023025469,EEE104,A,EM-LAB,Wednesday,15:00:00,16:00:00,2025-26
2001029086,EEE105,A,CE102,Saturday,08:00:00,09:00:00,2025-26
2001029086,EEE105,A,CE103,Sunday,08:00:00,09:00:00,2025-26
2001029086,EEE105,A,CE104,Monday,08:00:00,09:00:00,2025-26
2012022259,EEE106,A,MECH-LAB1,Tuesday,08:00:00,09:00:00,2025-26
2020021322,EEE107,A,CE105,Wednesday,08:00:00,09:00:00,2025-26
2020021322,EEE107,A,CE105,Saturday,09:00:00,10:00:00,2025-26
2020021322,EEE107,A,CE105,Sunday,09:00:00,10:00:00,2025-26
2011026293,EEE108,A,CIVIL-LAB1,Monday,09:00:00,10:00:00,2025-26
2011026293,EEE109,A,CE105,Tuesday,09:00:00,10:00:00,2025-26
2011026293,EEE109,A,CE105,Wednesday,09:00:00,10:00:00,2025-26
2011026293,EEE109,A,CE105,Saturday,10:00:00,11:00:00,2025-26
2014027793,EEE100,A,CHEM-LAB,Sunday,10:00:00,11:00:00,2025-26
2007021629,EEE111,A,CE105,Monday,10:00:00,11:00:00,2025-26
2007021629,EEE111,A,CE105,Tuesday,10:00:00,11:00:00,2025-26
2007021629,EEE111,A,CE105,Wednesday,10:00:00,11:00:00,2025-26
2005029399,EEE112,A,ARCHI-LAB,Saturday,11:00:00,12:00:00,2025-26
2023025469,EEE113,A,CE105,Sunday,11:00:00,12:00:00,2025-26
2023025469,EEE113,A,CE105,Monday,11:00:00,12:00:00,2025-26
2023025469,EEE113,A,CE105,Tuesday,11:00:00,12:00:00,2025-26
2005029399,EEE114,A,DSA2-LAB,Wednesday,11:00:00,12:00:00,2025-26
2005027829,EEE115,A,CE105,Saturday,12:00:00,13:00:00,2025-26
2005027829,EEE115,A,CE105,Sunday,12:00:00,13:00:00,2025-26
2005027829,EEE115,A,CE105,Monday,12:00:00,13:00:00,2025-26
2001026453,EEE116,A,MATH-LAB,Tuesday,12:00:00,13:00:00,2025-26
2017022300,EEE117,A,CE105,Wednesday,12:00:00,13:00:00,2025-26
2017022300,EEE117,A,CE105,Saturday,13:00:00,14:00:00,2025-26
2017022300,EEE117,A,CE105,Sunday,13:00:00,14:00:00,2025-26
2012022259,EEE118,A,ECE-LAB1,Monday,13:00:00,14:00:00,2025-26
2013025917,EEE119,A,CE105,Tuesday,13:00:00,14:00:00,2025-26
2013025917,EEE119,A,CE105,Wednesday,13:00:00,14:00:00,2025-26
2013025917,EEE119,A,CE105,Saturday,14:00:00,15:00:00,2025-26
2011026293,EEE110,A,ECE-LAB2,Sunday,14:00:00,15:00:00,2025-26
2015028717,EEE121,A,CE105,Monday,14:00:00,15:00:00,2025-26
2015028717,EEE121,A,CE105,Tuesday,14:00:00,15:00:00,2025-26
2015028717,EEE121,A,CE105,Wednesday,14:00:00,15:00:00,2025-26
2020021322,EEE122,A,DSA-LAB,Saturday,15:00:00,16:00:00,2025-26
2017022300,EEE123,A,CE105,Sunday,15:00:00,16:00:00,2025-26
2017022300,EEE123,A,CE105,Monday,15:00:00,16:00:00,2025-26
2017022300,EEE123,A,CE105,Tuesday,15:00:00,16:00:00,2025-26
2011026293,EEE124,A,EM-LAB,Wednesday,15:00:00,16:00:00,2025-26
2012022259,EEE125,A,CE105,Saturday,08:00:00,09:00:00,2025-26
2012022259,EEE125,A,CHE101,Sunday,08:00:00,09:00:00,2025-26
2012022259,EEE125,A,CHE102,Monday,08:00:00,09:00:00,2025-26
2001029086,EEE126,A,MECH-LAB1,Tuesday,08:00:00,09:00:00,2025-26
2005027829,EEE127,A,CHE103,Wednesday,08:00:00,09:00:00,2025-26
2005027829,EEE127,A,CHE103,Saturday,09:00:00,10:00:00,2025-26
2005027829,EEE127,A,CHE103,Sunday,09:00:00,10:00:00,2025-26
2023025469,EEE128,A,CIVIL-LAB1,Monday,09:00:00,10:00:00,2025-26
2009022113,EEE129,A,CHE103,Tuesday,09:00:00,10:00:00,2025-26
2009022113,EEE129,A,CHE103,Wednesday,09:00:00,10:00:00,2025-26
2009022113,EEE129,A,CHE103,Saturday,10:00:00,11:00:00,2025-26
2014027793,EEE120,A,CHEM-LAB,Sunday,10:00:00,11:00:00,2025-26
2005027829,EEE131,A,CHE103,Monday,10:00:00,11:00:00,2025-26
2005027829,EEE131,A,CHE103,Tuesday,10:00:00,11:00:00,2025-26
2005027829,EEE131,A,CHE103,Wednesday,10:00:00,11:00:00,2025-26
2001026453,EEE132,A,ARCHI-LAB,Saturday,11:00:00,12:00:00,2025-26
2001024570,EEE133,A,CHE103,Sunday,11:00:00,12:00:00,2025-26
2001024570,EEE133,A,CHE103,Monday,11:00:00,12:00:00,2025-26
2001024570,EEE133,A,CHE103,Tuesday,11:00:00,12:00:00,2025-26
2015028717,EEE134,A,DSA2-LAB,Wednesday,11:00:00,12:00:00,2025-26
2012022259,EEE135,A,CHE103,Saturday,12:00:00,13:00:00,2025-26
2012022259,EEE135,A,CHE103,Sunday,12:00:00,13:00:00,2025-26
2012022259,EEE135,A,CHE103,Monday,12:00:00,13:00:00,2025-26
2020021322,EEE136,A,MATH-LAB,Tuesday,12:00:00,13:00:00,2025-26
2001024570,EEE137,A,CHE103,Wednesday,12:00:00,13:00:00,2025-26
2001024570,EEE137,A,CHE103,Saturday,13:00:00,14:00:00,2025-26
2001024570,EEE137,A,CHE103,Sunday,13:00:00,14:00:00,2025-26
2020021322,EEE138,A,ECE-LAB1,Monday,13:00:00,14:00:00,2025-26
2015023105,EEE139,A,CHE103,Tuesday,13:00:00,14:00:00,2025-26
2015023105,EEE139,A,CHE103,Wednesday,13:00:00,14:00:00,2025-26
2015023105,EEE139,A,CHE103,Saturday,14:00:00,15:00:00,2025-26
2024025822,EEE130,A,ECE-LAB2,Sunday,14:00:00,15:00:00,2025-26
2001026453,EEE141,A,CHE103,Monday,14:00:00,15:00:00,2025-26
2001026453,EEE141,A,CHE103,Tuesday,14:00:00,15:00:00,2025-26
2001026453,EEE141,A,CHE103,Wednesday,14:00:00,15:00:00,2025-26
2012022259,EEE142,A,DSA-LAB,Saturday,15:00:00,16:00:00,2025-26
2001026453,EEE143,A,CHE103,Sunday,15:00:00,16:00:00,2025-26
2001026453,EEE143,A,CHE103,Monday,15:00:00,16:00:00,2025-26
2001026453,EEE143,A,CHE103,Tuesday,15:00:00,16:00:00,2025-26
2012022259,EEE144,A,EM-LAB,Wednesday,15:00:00,16:00:00,2025-26
2024025822,EEE145,A,CHE103,Saturday,08:00:00,09:00:00,2025-26
2024025822,EEE145,A,CHE104,Sunday,08:00:00,09:00:00,2025-26
2024025822,EEE145,A,CHE105,Monday,08:00:00,09:00:00,2025-26
2005029399,EEE146,A,MECH-LAB1,Tuesday,08:00:00,09:00:00,2025-26
2009022113,EEE147,A,ARCHI101,Wednesday,08:00:00,09:00:00,2025-26
2009022113,EEE147,A,ARCHI101,Saturday,09:00:00,10:00:00,2025-26
2009022113,EEE147,A,ARCHI101,Sunday,09:00:00,10:00:00,2025-26
2014028550,EEE148,A,CIVIL-LAB1,Monday,09:00:00,10:00:00,2025-26
2001026453,EEE149,A,ARCHI101,Tuesday,09:00:00,10:00:00,2025-26
2001026453,EEE149,A,ARCHI101,Wednesday,09:00:00,10:00:00,2025-26
2001026453,EEE149,A,ARCHI101,Saturday,10:00:00,11:00:00,2025-26
2001029086,EEE140,A,CHEM-LAB,Sunday,10:00:00,11:00:00,2025-26
2012022259,EEE151,A,ARCHI101,Monday,10:00:00,11:00:00,2025-26
2012022259,EEE151,A,ARCHI101,Tuesday,10:00:00,11:00:00,2025-26
2012022259,EEE151,A,ARCHI101,Wednesday,10:00:00,11:00:00,2025-26
2024025822,EEE152,A,ARCHI-LAB,Saturday,11:00:00,12:00:00,2025-26
2014028550,EEE153,A,ARCHI101,Sunday,11:00:00,12:00:00,2025-26
2014028550,EEE153,A,ARCHI101,Monday,11:00:00,12:00:00,2025-26
2014028550,EEE153,A,ARCHI101,Tuesday,11:00:00,12:00:00,2025-26
2020021322,EEE154,A,DSA2-LAB,Wednesday,11:00:00,12:00:00,2025-26
2020021322,EEE155,A,ARCHI101,Saturday,12:00:00,13:00:00,2025-26
2020021322,EEE155,A,ARCHI101,Sunday,12:00:00,13:00:00,2025-26
2020021322,EEE155,A,ARCHI101,Monday,12:00:00,13:00:00,2025-26
2004028581,EEE156,A,MATH-LAB,Tuesday,12:00:00,13:00:00,2025-26
2005027829,EEE157,A,ARCHI101,Wednesday,12:00:00,13:00:00,2025-26
2005027829,EEE157,A,ARCHI101,Saturday,13:00:00,14:00:00,2025-26
2005027829,EEE157,A,ARCHI101,Sunday,13:00:00,14:00:00,2025-26
2004028581,EEE158,A,ECE-LAB1,Monday,13:00:00,14:00:00,2025-26
2005027829,EEE159,A,ARCHI101,Tuesday,13:00:00,14:00:00,2025-26
2005027829,EEE159,A,ARCHI101,Wednesday,13:00:00,14:00:00,2025-26
2005027829,EEE159,A,ARCHI101,Saturday,14:00:00,15:00:00,2025-26
2001024570,EEE150,A,ECE-LAB2,Sunday,14:00:00,15:00:00,2025-26
2024025822,EEE161,A,ARCHI101,Monday,14:00:00,15:00:00,2025-26
2024025822,EEE161,A,ARCHI101,Tuesday,14:00:00,15:00:00,2025-26
2024025822,EEE161,A,ARCHI101,Wednesday,14:00:00,15:00:00,2025-26
2020021322,EEE162,A,DSA-LAB,Saturday,15:00:00,16:00:00,2025-26
2004028581,EEE163,A,ARCHI101,Sunday,15:00:00,16:00:00,2025-26
2004028581,EEE163,A,ARCHI101,Monday,15:00:00,16:00:00,2025-26
2004028581,EEE163,A,ARCHI101,Tuesday,15:00:00,16:00:00,2025-26
2007021629,EEE164,A,EM-LAB,Wednesday,15:00:00,16:00:00,2025-26
2000051897,MATH101,A,ARCHI101,Saturday,08:00:00,09:00:00,2025-26
2000051897,MATH101,A,ARCHI102,Sunday,08:00:00,09:00:00,2025-26
2000051897,MATH101,A,ARCHI103,Monday,08:00:00,09:00:00,2025-26
2000051897,MATH101,A,ARCHI104,Tuesday,08:00:00,09:00:00,2025-26
2000051897,MATH101,B,ARCHI105,Wednesday,08:00:00,09:00:00,2025-26
2000051897,MATH101,B,ARCHI105,Saturday,09:00:00,10:00:00,2025-26
2000051897,MATH101,B,ARCHI105,Sunday,09:00:00,10:00:00,2025-26
2000051897,MATH101,B,ARCHI105,Monday,09:00:00,10:00:00,2025-26
2000051897,MATH101,C,ARCHI105,Tuesday,09:00:00,10:00:00,2025-26
2000051897,MATH101,C,ARCHI105,Wednesday,09:00:00,10:00:00,2025-26
2000051897,MATH101,C,ARCHI105,Saturday,10:00:00,11:00:00,2025-26
2000051897,MATH101,C,ARCHI105,Sunday,10:00:00,11:00:00,2025-26
2001058702,MATH102,A1,MECH-LAB1,Monday,10:00:00,11:00:00,2025-26
2001058702,MATH102,A2,CIVIL-LAB1,Tuesday,10:00:00,11:00:00,2025-26
2001058702,MATH102,B1,CHEM-LAB,Wednesday,10:00:00,11:00:00,2025-26
2001058702,MATH102,B2,ARCHI-LAB,Saturday,11:00:00,12:00:00,2025-26
2001058702,MATH102,C1,DSA2-LAB,Sunday,11:00:00,12:00:00,2025-26
2001058702,MATH102,C2,MATH-LAB,Monday,11:00:00,12:00:00,2025-26
2001051697,MATH103,All,ARCHI105,Tuesday,11:00:00,12:00:00,2025-26
2001051697,MATH103,All,ARCHI105,Wednesday,11:00:00,12:00:00,2025-26
2001051697,MATH103,All,ARCHI105,Saturday,12:00:00,13:00:00,2025-26
2011058460,MATH104,A1,ECE-LAB1,Sunday,12:00:00,13:00:00,2025-26
2011058460,MATH104,A2,ECE-LAB2,Monday,12:00:00,13:00:00,2025-26
2011058460,MATH104,B1,DSA-LAB,Tuesday,12:00:00,13:00:00,2025-26
2011058460,MATH104,B2,EM-LAB,Wednesday,12:00:00,13:00:00,2025-26
2011058460,MATH104,C1,MECH-LAB1,Saturday,13:00:00,14:00:00,2025-26
2011058460,MATH104,C2,CIVIL-LAB1,Sunday,13:00:00,14:00:00,2025-26
2003059323,MATH105,A,ARCHI105,Monday,13:00:00,14:00:00,2025-26
2003059323,MATH105,A,ARCHI105,Tuesday,13:00:00,14:00:00,2025-26
2003059323,MATH105,A,ARCHI105,Wednesday,13:00:00,14:00:00,2025-26
2003059323,MATH105,A,ARCHI105,Saturday,14:00:00,15:00:00,2025-26
2003059323,MATH105,B,ARCHI105,Sunday,14:00:00,15:00:00,2025-26
2003059323,MATH105,B,ARCHI105,Monday,14:00:00,15:00:00,2025-26
2003059323,MATH105,B,ARCHI105,Tuesday,14:00:00,15:00:00,2025-26
2003059323,MATH105,B,ARCHI105,Wednesday,14:00:00,15:00:00,2025-26
2003059323,MATH105,C,ARCHI105,Saturday,15:00:00,16:00:00,2025-26
2003059323,MATH105,C,ARCHI105,Sunday,15:00:00,16:00:00,2025-26
2003059323,MATH105,C,ARCHI105,Monday,15:00:00,16:00:00,2025-26
2003059323,MATH105,C,ARCHI105,Tuesday,15:00:00,16:00:00,2025-26
2006057221,MATH106,A1,CHEM-LAB,Wednesday,15:00:00,16:00:00,2025-26
2006057221,MATH106,A2,ARCHI-LAB,Saturday,08:00:00,09:00:00,2025-26
2006057221,MATH106,B1,DSA2-LAB,Sunday,08:00:00,09:00:00,2025-26
2006057221,MATH106,B2,MATH-LAB,Monday,08:00:00,09:00:00,2025-26
2006057221,MATH106,C1,ECE-LAB1,Tuesday,08:00:00,09:00:00,2025-26
2006057221,MATH106,C2,ECE-LAB2,Wednesday,08:00:00,09:00:00,2025-26
2000051897,MATH107,A,ARCHI105,Saturday,09:00:00,10:00:00,2025-26
2000051897,MATH107,A,ARCHI105,Sunday,09:00:00,10:00:00,2025-26
2000051897,MATH107,A,ARCHI105,Monday,09:00:00,10:00:00,2025-26
2000051897,MATH107,B,ARCHI105,Tuesday,09:00:00,10:00:00,2025-26
2000051897,MATH107,B,ARCHI105,Wednesday,09:00:00,10:00:00,2025-26
2000051897,MATH107,B,ARCHI105,Saturday,10:00:00,11:00:00,2025-26
2000051897,MATH107,C,ARCHI105,Sunday,10:00:00,11:00:00,2025-26
2000051897,MATH107,C,ARCHI105,Monday,10:00:00,11:00:00,2025-26
2000051897,MATH107,C,ARCHI105,Tuesday,10:00:00,11:00:00,2025-26
2003054759,MATH108,A1,DSA-LAB,Wednesday,10:00:00,11:00:00,2025-26
2003054759,MATH108,A2,EM-LAB,Saturday,11:00:00,12:00:00,2025-26
2003054759,MATH108,B1,MECH-LAB1,Sunday,11:00:00,12:00:00,2025-26
2003054759,MATH108,B2,CIVIL-LAB1,Monday,11:00:00,12:00:00,2025-26
2003054759,MATH108,C1,CHEM-LAB,Tuesday,11:00:00,12:00:00,2025-26
2003054759,MATH108,C2,ARCHI-LAB,Wednesday,11:00:00,12:00:00,2025-26
2003057433,MATH109,All,ARCHI105,Saturday,12:00:00,13:00:00,2025-26
2003057433,MATH109,All,ARCHI105,Sunday,12:00:00,13:00:00,2025-26
2003057433,MATH109,All,ARCHI105,Monday,12:00:00,13:00:00,2025-26
2003057433,MATH109,All,ARCHI105,Tuesday,12:00:00,13:00:00,2025-26
